drug_id,reference_id,note,created_at,updated_at
RDC01305,RE00673,,,
RDC01306,RE00674,,,
RDC01300,RE00675,,,
RDC01307,RE00675,,,
RDC01258,RE00676,,,
RDC01309,RE00677,,,
RDC01310,RE00677,,,
RDC01311,RE00677,,,
RDC01313,RE00677,,,
RDC01314,RE00678,,,
RDC01566,RE00679,,,
RDC01315,RE00680,,,
RDC01316,RE00680,,,
RDC01317,RE00681,,,
RDC01318,RE00681,,,
RDC01319,RE00681,,,
RDC01320,RE00681,,,
RDC01321,RE00681,,,
RDC01322,RE00681,,,
RDC01324,RE00682,,,
RDC01325,RE00683,,,
RDC01326,RE00683,,,
RDC00914,RE00684,,,
RDC01328,RE00684,,,
RDC01329,RE00685,,,
RDC01330,RE00685,,,
RDC01333,RE00686,,,
RDC01334,RE00686,,,
RDC01335,RE00686,,,
RDC01336,RE00686,,,
RDC01337,RE00687,,,
RDC01338,RE00687,,,
RDC01339,RE00687,,,
RDC01340,RE00688,,,
RDC01341,RE00689,,,
RDC01342,RE00689,,,
RDC01343,RE00690,,,
RDC01344,RE00690,,,
RDC01345,RE00690,,,
RDC01346,RE00690,,,
RDC01347,RE00691,,,
RDC01348,RE00691,,,
RDC01349,RE00691,,,
RDC01350,RE00691,,,
RDC01351,RE00691,,,
RDC01352,RE00691,,,
RDC01353,RE00691,,,
RDC01354,RE00691,,,
RDC01355,RE00691,,,
RDC01356,RE00692,,,
RDC01357,RE00692,,,
RDC01358,RE00692,,,
RDC01359,RE00692,,,
RDC01360,RE00692,,,
RDC01362,RE00693,,,
RDC0136+A1049:B10523,RE00694,,,
RDC01364,RE00694,,,
RDC01365,RE00694,,,
RDC01567,RE00694,,,
RDC01568,RE00695,,,
RDC01569,RE00696,,,
RDC01370,RE00697,,,
RDC01371,RE00697,,,
RDC01372,RE00698,,,
RDC01259,RE00699,,,
RDC01374,RE00700,,,
RDC01375,RE00701,,,
RDC01312,RE00702,,,
RDC01237,RE00703,,,
RDC01372,RE00704,,,
RDC01372,RE00705,,,
RDC01262,RE00706,,,
RDC01380,RE00707,,,
RDC01381,RE00708,,,
RDC01383,RE00709,,,
RDC01384,RE00709,,,
RDC01385,RE00710,,,
RDC01390,RE00711,,,
RDC01391,RE00712,,,
RDC01392,RE00713,,,
RDC01237,RE00714,,,
RDC01393,RE00715,,,
RDC01395,RE00716,,,
RDC01396,RE00717,,,
RDC01397,RE00718,,,
RDC01398,RE00718,,,
RDC01399,RE00719,,,
RDC01400,RE00719,,,
RDC01401,RE00720,,,
RDC01402,RE00720,,,
RDC01403,RE00720,,,
RDC01404,RE00721,,,
RDC01405,RE00722,,,
RDC01406,RE00723,,,
RDC01407,RE00723,,,
RDC01408,RE00724,,,
RDC01312,RE00725,,,
RDC01362,RE00726,,,
RDC01415,RE00727,,,
RDC01373,RE00727,,,
RDC01414,RE00727,,,
RDC01543,RE00728,,,
RDC01375,RE00729,,,
RDC01418,RE00729,,,
RDC01419,RE00730,,,
RDC01420,RE00730,,,
RDC01421,RE00730,,,
RDC01422,RE00730,,,
RDC01423,RE00730,,,
RDC01424,RE00730,,,
RDC01425,RE00730,,,
RDC01426,RE00730,,,
RDC01431,RE00731,,,
RDC01432,RE00732,,,
RDC01433,RE00733,,,
RDC01435,RE00734,,,
RDC01436,RE00734,,,
RDC01437,RE00734,,,
RDC01438,RE00734,,,
RDC01440,RE00735,,,
RDC01441,RE00735,,,
RDC01442,RE00736,,,
RDC01443,RE00736,,,
RDC01444,RE00737,,,
RDC01312,RE00737,,,
RDC01445,RE00738,,,
RDC01446,RE00738,,,
RDC01447,RE00739,,,
RDC01448,RE00740,,,
RDC01450,RE00741,,,
RDC01451,RE00741,,,
RDC01452,RE00742,,,
RDC01453,RE00743,,,
RDC01454,RE00743,,,
RDC01455,RE00743,,,
RDC01456,RE00743,,,
RDC01457,RE00743,,,
RDC01458,RE00743,,,
RDC01459,RE00744,,,
RDC01460,RE00744,,,
RDC01462,RE00745,,,
RDC01463,RE00745,,,
RDC01465,RE00747,,,
RDC01466,RE00747,,,
RDC01467,RE00747,,,
RDC01559,RE00748,,,
RDC01560,RE00748,,,
RDC01561,RE00748,,,
RDC01562,RE00748,,,
RDC01563,RE00748,,,
RDC01468,RE00749,,,
RDC01469,RE00750,,,
RDC01470,RE00751,,,
RDC01471,RE00751,,,
RDC01472,RE00752,,,
RDC01473,RE00753,,,
RDC01474,RE00753,,,
RDC01475,RE00753,,,
RDC00828,RE00753,,,
RDC01476,RE00754,,,
RDC01477,RE00754,,,
RDC01478,RE00755,,,
RDC01480,RE00756,,,
RDC01481,RE00757,,,
RDC01482,RE00758,,,
RDC01483,RE00758,,,
RDC01484,RE00758,,,
RDC01485,RE00758,,,
RDC01375,RE00759,,,
RDC01492,RE00762,,,
RDC01493,RE00762,,,
RDC01494,RE00762,,,
RDC01495,RE00762,,,
RDC01496,RE00762,,,
RDC01497,RE00763,,,
RDC01498,RE00764,,,
RDC01500,RE00765,,,
RDC01501,RE00765,,,
RDC01503,RE00766,,,
RDC01375,RE00767,,,
RDC01504,RE00768,,,
RDC01505,RE00769,,,
RDC01506,RE00769,,,
RDC01507,RE00769,,,
RDC01508,RE00769,,,
RDC01509,RE00769,,,
RDC01510,RE00769,,,
RDC01511,RE00770,,,
RDC01512,RE00771,,,
RDC01513,RE00771,,,
RDC01514,RE00771,,,
RDC01515,RE00771,,,
RDC01516,RE00771,,,
RDC01517,RE00771,,,
RDC01564,RE00772,,,
RDC01565,RE00772,,,
RDC01518,RE00773,,,
RDC01559,RE00774,,,
RDC01520,RE00774,,,
RDC01521,RE00774,,,
RDC01522,RE00774,,,
RDC01524,RE00774,,,
RDC01525,RE00774,,,
RDC01526,RE00774,,,
RDC01527,RE00774,,,
RDC01528,RE00774,,,
RDC01529,RE00774,,,
RDC01531,RE00775,,,
RDC01499,RE00776,,,
RDC01532,RE00776,,,
RDC01533,RE00777,,,
RDC01534,RE00778,,,
RDC01500,RE00779,,,
RDC01537,RE00781,,,
RDC01538,RE00782,,,
RDC01373,RE00782,,,
RDC01540,RE00782,,,
RDC01541,RE00783,,,
RDC01534,RE00784,,,
RDC01543,RE00785,,,
RDC01544,RE00786,,,
RDC01545,RE00787,,,
RDC01546,RE00788,,,
RDC01547,RE00789,,,
RDC01548,RE00789,,,
RDC01549,RE00789,,,
RDC01550,RE00789,,,
RDC00155,RE00789,,,
RDC01552,RE00789,,,
RDC01553,RE00789,,,
RDC01554,RE00789,,,
RDC01555,RE00789,,,
RDC01556,RE00789,,,
RDC01557,RE00789,,,
RDC01558,RE00789,,,
RDC01409,RE00790,,,
RDC01600,RE00791,,,
RDC01603,RE00792,,,
RDC01604,RE00793,,,
RDC01605,RE00794,,,
RDC01606,RE00795,,,
RDC01609,RE00797,,,
RDC01610,RE00798,,,
RDC01611,RE00799,,,
RDC01612,RE00800,,,
RDC01613,RE00801,,,
RDC01614,RE00802,,,
RDC01615,RE00803,,,
RDC01616,RE00804,,,
RDC01619,RE00805,,,
RDC01620,RE00806,,,
RDC01622,RE00807,,,
RDC01625,RE00809,,,
RDC01626,RE00809,,,
RDC01627,RE00810,,,
RDC01628,RE00811,,,
RDC01629,RE00812,,,
RDC01630,RE00812,,,
RDC01631,RE00813,,,
RDC01632,RE00814,,,
RDC01633,RE00815,,,
RDC01634,RE00816,,,
RDC01635,RE00817,,,
RDC01637,RE00819,,,
RDC01638,RE00820,,,
RDC01639,RE00821,,,
RDC01640,RE00821,,,
RDC01641,RE00821,,,
RDC01642,RE00822,,,
RDC01644,RE00823,,,
RDC01645,RE00824,,,
RDC01646,RE00824,,,
RDC01647,RE00825,,,
RDC01648,RE00826,,,
RDC01649,RE00827,,,
RDC01650,RE00828,,,
RDC01651,RE00829,,,
RDC01652,RE00830,,,
RDC01653,RE00831,,,
RDC01654,RE00832,,,
RDC01655,RE00833,,,
RDC01656,RE00834,,,
RDC01657,RE00835,,,
RDC01658,RE00836,,,
RDC01659,RE00837,,,
RDC01660,RE00838,,,
RDC01662,RE00839,,,
RDC01663,RE00840,,,
RDC01665,RE00841,,,
RDC01666,RE00841,,,
RDC01667,RE00841,,,
RDC01668,RE00842,,,
RDC01669,RE00842,,,
RDC01670,RE00842,,,
RDC01673,RE00843,,,
RDC01674,RE00843,,,
RDC01677,RE00844,,,
RDC01678,RE00845,,,
RDC01679,RE00845,,,
RDC01680,RE00845,,,
RDC01681,RE00845,,,
RDC01682,RE00845,,,
RDC01683,RE00845,,,
RDC01684,RE00845,,,
RDC01685,RE00845,,,
RDC01686,RE00846,,,
RDC01687,RE00846,,,
RDC01688,RE00846,,,
RDC01689,RE00846,,,
RDC01695,RE00847,,,
RDC01696,RE00847,,,
RDC01697,RE00848,,,
RDC01698,RE00848,,,
RDC01699,RE00849,,,
RDC01701,RE00850,,,
RDC01702,RE00851,,,
RDC01704,RE00852,,,
RDC01707,RE00853,,,
RDC01708,RE00853,,,
RDC01710,RE00854,,,
RDC01711,RE00855,,,
RDC01712,RE00856,,,
RDC01713,RE00856,,,
RDC01714,RE00857,,,
RDC01716,RE00858,,,
RDC01717,RE00858,,,
RDC01718,RE00859,,,
RDC01719,RE00859,,,
RDC01720,RE00860,,,
RDC01721,RE00861,,,
RDC01723,RE00862,,,
RDC01724,RE00863,,,
RDC01725,RE00863,,,
RDC01726,RE00864,,,
RDC01727,RE00865,,,
RDC01729,RE00866,,,
RDC01730,RE00866,,,
RDC01731,RE00866,,,
RDC01740,RE00867,,,
RDC01741,RE00868,,,
RDC01742,RE00869,,,
RDC01743,RE00869,,,
RDC01744,RE00869,,,
RDC01745,RE00869,,,
RDC01746,RE00870,,,
RDC01747,RE00871,,,
RDC01748,RE00872,,,
RDC01749,RE00873,,,
RDC01750,RE00873,,,
RDC01751,RE00873,,,
RDC01752,RE00874,,,
RDC01753,RE00875,,,
RDC01754,RE00875,,,
RDC01755,RE00876,,,
RDC01756,RE00877,,,
RDC01757,RE00878,,,
RDC01758,RE00879,,,
RDC01759,RE00880,,,
RDC01760,RE00881,,,
RDC01761,RE00882,,,
RDC01763,RE00883,,,
RDC01764,RE00884,,,
RDC01765,RE00884,,,
RDC01766,RE00885,,,
RDC01767,RE00885,,,
RDC01768,RE00886,,,
RDC01769,RE00886,,,
RDC01770,RE00886,,,
RDC01763,RE00887,,,
RDC01772,RE00887,,,
RDC01763,RE00888,,,
RDC01775,RE00889,,,
RDC01776,RE00890,,,
RDC01777,RE00891,,,
RDC01779,RE00892,,,
RDC01780,RE00892,,,
RDC01781,RE00892,,,
RDC01782,RE00893,,,
RDC01783,RE00893,,,
RDC01784,RE00893,,,
RDC01785,RE00894,,,
RDC01788,RE00895,,,
RDC01789,RE00895,,,
RDC01790,RE00896,,,
RDC01791,RE00897,,,
RDC01792,RE00897,,,
RDC01793,RE00897,,,
RDC01794,RE00897,,,
RDC01795,RE00898,,,
RDC01796,RE00898,,,
RDC01797,RE00899,,,
RDC01799,RE00900,,,
RDC01802,RE00901,,,
RDC01807,RE00902,,,
RDC01808,RE00902,,,
RDC01809,RE00902,,,
RDC01810,RE00902,,,
RDC01811,RE00903,,,
RDC01812,RE00904,,,
RDC01813,RE00905,,,
RDC01814,RE00905,,,
RDC01815,RE00905,,,
RDC01816,RE00905,,,
RDC01817,RE00905,,,
RDC01818,RE00906,,,
RDC01819,RE00906,,,
RDC01820,RE00907,,,
RDC01821,RE00907,,,
RDC01822,RE00908,,,
RDC01823,RE00909,,,
RDC01824,RE00909,,,
RDC01825,RE00910,,,
RDC01826,RE00911,,,
RDC01827,RE00911,,,
RDC01828,RE00912,,,
RDC01829,RE00912,,,
RDC01830,RE00912,,,
RDC01625,RE00913,,,
RDC01785,RE00914,,,
RDC01834,RE00915,,,
RDC01835,RE00916,,,
RDC01837,RE00917,,,
RDC01838,RE00918,,,
RDC01839,RE00919,,,
RDC01840,RE00920,,,
RDC01841,RE00921,,,
RDC01842,RE00922,,,
RDC01843,RE00922,,,
RDC01844,RE00923,,,
RDC01845,RE00923,,,
RDC01846,RE00923,,,
RDC01847,RE00923,,,
RDC01848,RE00924,,,
RDC01849,RE00924,,,
RDC01850,RE00925,,,
RDC01851,RE00925,,,
RDC01852,RE00926,,,
RDC01853,RE00927,,,
RDC01854,RE00928,,,
RDC01855,RE00929,,,
RDC01856,RE00930,,,
RDC01857,RE00931,,,
RDC01858,RE00932,,,
RDC01859,RE00933,,,
RDC01860,RE00933,,,
RDC01861,RE00934,,,
RDC01864,RE00935,,,
RDC01867,RE00937,,,
RDC01868,RE00938,,,
RDC01869,RE00939,,,
RDC01870,RE00940,,,
RDC01872,RE00941,,,
RDC01873,RE00942,,,
RDC01874,RE00943,,,
RDC01875,RE00944,,,
RDC01882,RE00945,,,
RDC01883,RE00946,,,
RDC01884,RE00947,,,
RDC01885,RE00947,,,
RDC01886,RE00947,,,
RDC01887,RE00948,,,
RDC01888,RE00948,,,
RDC01890,RE00949,,,
RDC01891,RE00950,,,
RDC01892,RE00951,,,
RDC01895,RE00952,,,
RDC01897,RE00952,,,
RDC01899,RE00953,,,
RDC01900,RE00953,,,
RDC01906,RE00954,,,
RDC01907,RE00955,,,
RDC01908,RE00955,,,
RDC01909,RE00955,,,
RDC01910,RE00956,,,
RDC01911,RE00956,,,
RDC01914,RE00957,,,
RDC01916,RE00958,,,
RDC01917,RE00959,,,
RDC01918,RE00959,,,
RDC01919,RE00960,,,
RDC01920,RE00960,,,
RDC01921,RE00962,,,
RDC01922,RE00963,,,
RDC01924,RE00964,,,
RDC01927,RE00965,,,
RDC01928,RE00965,,,
RDC01933,RE00966,,,
RDC01934,RE00967,,,
RDC01937,RE00968,,,
RDC01938,RE00969,,,
RDC01940,RE00970,,,
RDC01941,RE00971,,,
RDC01942,RE00971,,,
RDC01943,RE00972,,,
RDC01944,RE00973,,,
RDC01945,RE00974,,,
RDC01946,RE00974,,,
RDC01947,RE00975,,,
RDC01950,RE00976,,,
RDC01951,RE00977,,,
RDC01952,RE00978,,,
RDC01953,RE00978,,,
RDC01955,RE00979,,,
RDC01956,RE00980,,,
RDC01958,RE00981,,,
RDC01959,RE00982,,,
RDC01964,RE00983,,,
RDC01965,RE00983,,,
RDC01966,RE00983,,,
RDC01967,RE00984,,,
RDC01968,RE00984,,,
RDC01970,RE00985,,,
RDC01971,RE00986,,,
RDC01975,RE00987,,,
RDC01976,RE00988,,,
RDC01977,RE00988,,,
RDC01978,RE00989,,,
RDC01980,RE00990,,,
RDC01981,RE00990,,,
RDC01982,RE00991,,,
RDC01983,RE00991,,,
RDC02000,RE00992,,,
RDC02001,RE00992,,,
RDC02003,RE00993,,,
RDC01231,RE00994,,,
RDC02004,RE00995,,,
RDC02005,RE00995,,,
RDC02006,RE00996,,,
RDC02007,RE00996,,,
RDC02008,RE00997,,,
RDC02007,RE00997,,,
RDC02009,RE00998,,,
RDC02010,RE00998,,,
RDC02011,RE00999,,,
RDC02012,RE01000,,,
RDC02013,RE01000,,,
RDC02014,RE01001,,,
RDC02015,RE01002,,,
RDC02016,RE01003,,,
RDC02017,RE01004,,,
RDC02018,RE01005,,,
RDC02019,RE01006,,,
RDC02020,RE01007,,,
RDC02021,RE01007,,,
RDC02022,RE01008,,,
RDC02023,RE01009,,,
RDC02024,RE01010,,,
RDC02025,RE01011,,,
RDC02026,RE01011,,,
RDC02027,RE01011,,,
RDC02028,RE01011,,,
RDC01231,RE01011,,,
RDC02030,RE01012,,,
RDC02035,RE01013,,,
RDC02036,RE01013,,,
RDC02037,RE01013,,,
RDC02038,RE01014,,,
RDC02039,RE01015,,,
RDC02040,RE01015,,,
RDC02041,RE01016,,,
RDC02042,RE01017,,,
RDC02043,RE01018,,,
RDC02044,RE01019,,,
RDC02006,RE01020,,,
RDC02051,RE01021,,,
RDC02052,RE01022,,,
RDC02053,RE01022,,,
RDC02054,RE01022,,,
RDC02055,RE01022,,,
RDC02056,RE01023,,,
RDC02057,RE01023,,,
RDC02058,RE01023,,,
RDC02008,RE01023,,,
RDC02060,RE01024,,,
RDC02061,RE01024,,,
RDC02062,RE01025,,,
RDC02063,RE01025,,,
RDC02064,RE01025,,,
RDC02065,RE01025,,,
RDC02066,RE01025,,,
RDC02067,RE01025,,,
RDC02068,RE01025,,,
RDC02069,RE01026,,,
RDC02006,RE01027,,,
RDC02070,RE01028,,,
RDC02072,RE01029,,,
RDC02075,RE01030,,,
RDC02247,RE01031,,,
RDC02248,RE01031,,,
RDC02164,RE01031,,,
RDC02165,RE01032,,,
RDC02166,RE01032,,,
RDC02167,RE01032,,,
RDC02168,RE01033,,,
RDC02169,RE01033,,,
RDC02170,RE01034,,,
RDC02171,RE01035,,,
RDC02172,RE01036,,,
RDC02173,RE01037,,,
RDC02174,RE01038,,,
RDC02175,RE01039,,,
RDC02176,RE01040,,,
RDC02177,RE01041,,,
RDC02178,RE01041,,,
RDC02179,RE01042,,,
RDC02180,RE01042,,,
RDC02181,RE01043,,,
RDC02182,RE01044,,,
RDC02183,RE01045,,,
RDC02184,RE01045,,,
RDC02185,RE01046,,,
RDC02186,RE01047,,,
RDC02007,RE01049,,,
RDC02188,RE01050,,,
RDC02004,RE01051,,,
RDC02133,RE01051,,,
RDC02191,RE01052,,,
RDC02165,RE01053,,,
RDC02193,RE01054,,,
RDC02194,RE01055,,,
RDC02197,RE01057,,,
RDC02198,RE01058,,,
RDC02199,RE01059,,,
RDC02248,RE01060,,,
RDC02203,RE01061,,,
RDC02204,RE01061,,,
RDC02205,RE01061,,,
RDC02206,RE01061,,,
RDC02207,RE01062,,,
RDC02208,RE01063,,,
RDC02209,RE01063,,,
RDC02210,RE01064,,,
RDC02211,RE01065,,,
RDC02210,RE01066,,,
RDC02187,RE01067,,,
RDC02092,RE01068,,,
RDC02004,RE01069,,,
RDC02094,RE01069,,,
RDC02095,RE01069,,,
RDC02096,RE01069,,,
RDC02097,RE01070,,,
RDC02098,RE01071,,,
RDC02099,RE01071,,,
RDC02100,RE01071,,,
RDC02101,RE01071,,,
RDC02102,RE01071,,,
RDC02103,RE01071,,,
RDC02104,RE01072,,,
RDC02105,RE01073,,,
RDC02069,RE01074,,,
RDC02107,RE01074,,,
RDC02108,RE01075,,,
RDC02109,RE01075,,,
RDC02110,RE01075,,,
RDC02069,RE01076,,,
RDC02112,RE01076,,,
RDC02107,RE01076,,,
RDC02114,RE01077,,,
RDC02115,RE01078,,,
RDC02116,RE01078,,,
RDC02117,RE01079,,,
RDC02118,RE01079,,,
RDC02119,RE01080,,,
RDC02120,RE01080,,,
RDC02121,RE01080,,,
RDC02122,RE01080,,,
RDC02123,RE01080,,,
RDC02124,RE01080,,,
RDC02127,RE01081,,,
RDC02006,RE01082,,,
RDC02104,RE01083,,,
RDC02132,RE01083,,,
RDC02133,RE01084,,,
RDC02134,RE01085,,,
RDC02135,RE01086,,,
RDC02136,RE01086,,,
RDC02141,RE01087,,,
RDC02145,RE01088,,,
RDC02146,RE01088,,,
RDC02148,RE01089,,,
RDC02149,RE01089,,,
RDC02150,RE01089,,,
RDC02151,RE01090,,,
RDC02152,RE01090,,,
RDC02153,RE01090,,,
RDC02154,RE01090,,,
RDC02167,RE01091,,,
RDC02156,RE01091,,,
RDC02157,RE01092,,,
RDC02158,RE01092,,,
RDC02151,RE01093,,,
RDC02095,RE01093,,,
RDC02015,RE01094,,,
RDC02162,RE01094,,,
RDC02066,RE01095,,,
RDC02163,RE01096,,,
RDC02219,RE01097,,,
RDC02220,RE01097,,,
RDC02221,RE01097,,,
RDC02222,RE01098,,,
RDC02223,RE01099,,,
RDC02224,RE01099,,,
RDC02225,RE01099,,,
RDC02226,RE01099,,,
RDC02227,RE01099,,,
RDC02230,RE01100,,,
RDC02232,RE01101,,,
RDC02233,RE01101,,,
RDC02234,RE01102,,,
RDC02086,RE01102,,,
RDC02236,RE01103,,,
RDC02237,RE01103,,,
RDC02238,RE01104,,,
RDC02239,RE01105,,,
RDC02240,RE01105,,,
RDC02241,RE01105,,,
RDC02242,RE01106,,,
RDC02243,RE01106,,,
RDC02244,RE01107,,,
RDC02245,RE01108,,,
RDC02246,RE01109,,,
RDC02251,RE01110,,,
RDC02286,RE01111,,,
RDC02287,RE01111,,,
RDC02252,RE01112,,,
RDC02292,RE01112,,,
RDC02253,RE01113,,,
RDC02254,RE01114,,,
RDC02255,RE01115,,,
RDC02256,RE01115,,,
RDC02257,RE01116,,,
RDC02258,RE01117,,,
RDC02259,RE01118,,,
RDC02260,RE01118,,,
RDC02261,RE01119,,,
RDC02262,RE01120,,,
RDC02288,RE01121,,,
RDC02265,RE01122,,,
RDC02266,RE01123,,,
RDC02267,RE01124,,,
RDC02268,RE01125,,,
RDC02278,RE01126,,,
RDC02262,RE01127,,,
RDC02280,RE01128,,,
RDC02288,RE01129,,,
RDC02282,RE01130,,,
RDC02283,RE01130,,,
RDC02357,RE01131,,,
RDC02421,RE01132,,,
RDC02422,RE01133,,,
RDC02423,RE01134,,,
RDC02425,RE01135,,,
RDC02426,RE01136,,,
RDC02427,RE01137,,,
RDC02428,RE01138,,,
RDC02504,RE01139,,,
RDC02429,RE01140,,,
RDC02430,RE01141,,,
RDC02431,RE01142,,,
RDC02432,RE01143,,,
RDC02505,RE01143,,,
RDC02436,RE01144,,,
RDC02439,RE01145,,,
RDCO2507,RE01146,,,
RDC02440,RE01146,,,
RDC02441,RE01147,,,
RDC02442,RE01148,,,
RDC02443,RE01148,,,
RDC02444,RE01149,,,
RDC02445,RE01150,,,
RDC02446,RE01589,,,
RDC02449,RE01151,,,
RDC02450,RE01152,,,
RDC02451,RE01153,,,
RDC02508,RE01153,,,
RDC02452,RE01154,,,
RDC02453,RE01155,,,
RDC02454,RE01156,,,
RDC02457,RE01157,,,
RDC02458,RE01158,,,
RDC02459,RE01158,,,
RDC02460,RE01158,,,
RDC02461,RE01158,,,
RDC02462,RE01159,,,
RDC02463,RE01159,,,
RDC02464,RE01160,,,
RDC02465,RE01161,,,
RDC02466,RE01161,,,
RDC02467,RE01162,,,
RDC02468,RE01163,,,
RDC02469,RE01163,,,
RDC02470,RE01164,,,
RDC02471,RE01164,,,
RDC02472,RE01165,,,
RDC02473,RE01166,,,
RDC02474,RE01166,,,
RDC02475,RE01167,,,
RDC02476,RE01167,,,
RDC02477,RE01168,,,
RDC02479,RE01169,,,
RDC02481,RE01169,,,
RDC02476,RE01170,,,
RDC02483,RE01170,,,
RDC02484,RE01170,,,
RDC02485,RE01170,,,
RDC02492,RE01171,,,
RDC02493,RE01172,,,
RDC02494,RE01173,,,
RDC02499,RE01174,,,
RDC02501,RE01175,,,
RDC02352,RE01176,,,
RDC02353,RE01177,,,
RDC02354,RE01178,,,
RDC02355,RE01179,,,
RDC02356,RE01180,,,
RDC02357,RE01181,,,
RDC02358,RE01182,,,
RDC02359,RE01183,,,
RDC02361,RE01184,,,
RDC02362,RE01185,,,
RDC02363,RE01186,,,
RDC02365,RE01187,,,
RDC02366,RE01188,,,
RDC02371,RE01189,,,
RDC02372,RE01190,,,
RDC02376,RE01191,,,
RDC02377,RE01192,,,
RDC02378,RE01192,,,
RDC02379,RE01193,,,
RDC02380,RE01193,,,
RDC02381,RE01194,,,
RDC02382,RE01195,,,
RDC02383,RE01196,,,
RDC02384,RE01197,,,
RDC02385,RE01198,,,
RDC02386,RE01198,,,
RDC02387,RE01199,,,
RDC02388,RE01199,,,
RDC02389,RE01199,,,
RDC02390,RE01200,,,
RDC02391,RE01200,,,
RDC02393,RE01201,,,
RDC02394,RE01201,,,
RDC02395,RE01202,,,
RDC02396,RE01202,,,
RDC02397,RE01203,,,
RDC02399,RE01203,,,
RDC02402,RE01204,,,
RDC02363,RE01205,,,
RDC02404,RE01206,,,
RDC02402,RE01206,,,
RDC02406,RE01207,,,
RDC02410,RE01208,,,
RDC02411,RE01209,,,
RDC02412,RE01209,,,
RDC02413,RE01209,,,
RDC02414,RE01209,,,
RDC02302,RE01210,,,
RDC02303,RE01211,,,
RDC02304,RE01211,,,
RDC02305,RE01212,,,
RDC02306,RE01213,,,
RDC02314,RE01213,,,
RDC02308,RE01214,,,
RDC02309,RE01215,,,
RDC02310,RE01216,,,
RDC02312,RE01217,,,
RDC02305,RE01218,,,
RDC02314,RE01219,,,
RDC02315,RE01220,,,
RDC02316,RE01221,,,
RDC02317,RE01222,,,
RDC02319,RE01222,,,
RDC02357,RE01223,,,
RDC02321,RE01224,,,
RDC02322,RE01224,,,
RDC02325,RE01225,,,
RDC02309,RE01226,,,
RDC02329,RE01227,,,
RDC02330,RE01228,,,
RDC02331,RE01229,,,
RDC02332,RE01229,,,
RDC02333,RE01230,,,
RDC02334,RE01230,,,
RDC02321,RE01231,,,
RDC02322,RE01231,,,
RDC02336,RE01232,,,
RDC02340,RE01233,,,
RDC02341,RE01233,,,
RDC02342,RE01233,,,
RDC02340,RE01234,,,
RDC02345,RE01235,,,
RDC02346,RE01236,,,
RDC02515,RE01237,,,
RDC02516,RE01237,,,
RDC02520,RE01238,,,
RDC02521,RE01239,,,
RDC02521,RE01240,,,
RDC02519,RE01241,,,
RDC02524,RE01241,,,
RDC02525,RE01242,,,
RDC02526,RE01243,,,
RDC02527,RE01243,,,
RDC02528,RE01243,,,
RDC02529,RE01243,,,
RDC02515,RE01244,,,
RDC02531,RE01245,,,
RDC02532,RE01246,,,
RDC02533,RE01246,,,
RDC02534,RE01246,,,
RDC02535,RE01246,,,
RDC02536,RE01246,,,
RDC02537,RE01246,,,
RDC02538,RE01246,,,
RDC02539,RE01247,,,
RDC02540,RE01248,,,
RDC02541,RE01249,,,
RDC02542,RE01250,,,
RDC02543,RE01250,,,
RDC02544,RE01250,,,
RDC02353,RE01250,,,
RDC02546,RE01251,,,
RDC02547,RE01251,,,
RDC02548,RE01252,,,
RDC02549,RE01252,,,
RDC02516,RE01254,,,
RDC02215,RE01254,,,
RDC02552,RE01255,,,
RDC02515,RE01256,,,
RDC02515,RE01257,,,
RDC02552,RE01259,,,
RDC02556,RE01260,,,
RDC02557,RE01261,,,
RDC02558,RE01262,,,
RDC02560,RE01264,,,
RDC02561,RE01265,,,
RDC02562,RE01266,,,
RDC02563,RE01267,,,
RDC02533,RE01268,,,
RDC02534,RE01268,,,
RDC02532,RE01268,,,
RDC02565,RE01269,,,
RDC02566,RE01269,,,
RDC02567,RE01269,,,
RDC02568,RE01270,,,
RDC02569,RE01271,,,
RDC02570,RE01272,,,
RDC02465,RE01273,,,
RDC02572,RE01274,,,
RDC02569,RE01275,,,
RDC02570,RE01275,,,
RDC02573,RE01276,,,
RDC02574,RE01276,,,
RDC02575,RE01276,,,
RDC02569,RE01277,,,
RDC02577,RE01278,,,
RDC02578,RE01279,,,
RDC02579,RE01279,,,
RDC02580,RE01279,,,
RDC02569,RE01280,,,
RDC02581,RE01281,,,
RDC02582,RE01281,,,
RDC02584,RE01282,,,
RDC02585,RE01282,,,
RDC02586,RE01283,,,
RDC02587,RE01284,,,
RDC02588,RE01285,,,
RDC02589,RE01285,,,
RDC02588,RE01286,,,
RDC02590,RE01287,,,
RDC02590,RE01288,,,
RDC02592,RE01289,,,
RDC02593,RE01289,,,
RDC02593,RE01290,,,
RDC02594,RE01290,,,
RDC02595,RE01291,,,
RDC02596,RE01291,,,
RDC02597,RE01292,,,
RDC02598,RE01292,,,
RDC02599,RE01292,,,
RDC02590,RE01293,,,
RDC02600,RE01293,,,
RDC02601,RE01294,,,
RDC02602,RE01294,,,
RDC02357,RE01295,,,
RDC02611,RE01296,,,
RDC02431,RE01297,,,
RDC02610,RE01299,,,
RDC02617,RE01300,,,
RDC02618,RE01301,,,
RDC02619,RE01302,,,
RDC02620,RE01303,,,
RDC02621,RE01304,,,
RDC02622,RE01305,,,
RDC02624,RE01306,,,
RDC02625,RE01307,,,
RDC02626,RE01308,,,
