drug_id,indication_id,evidence,created_at,updated_at
RDC00938,IN00056,,,
RDC00941,IN00042,,,
RDC00942,IN00024,,,
RDC00942,IN00056,,,
RDC00943,IN00005,,,
RDC00943,IN00037,,,
RDC00943,IN00024,,,
RDC00944,IN00065,,,
RDC00945,IN00065,,,
RDC00946,IN00065,,,
RDC00947,IN00054,,,
RDC00948,IN00037,,,
RDC00949,IN00037,,,
RDC00950,IN00037,,,
RDC00951,IN00006,,,
RDC00952,IN00009,,,
RDC00952,IN00062,,,
RDC00952,IN00056,,,
RDC00953,IN00009,,,
RDC00953,IN00062,,,
RDC00953,IN00056,,,
RDC00954,IN00009,,,
RDC00954,IN00062,,,
RDC00954,IN00056,,,
RDC00955,IN00009,,,
RDC00955,IN00062,,,
RDC00955,IN00056,,,
RDC00956,IN00009,,,
RDC00956,IN00062,,,
RDC00956,IN00056,,,
RDC00957,IN00009,,,
RDC00957,IN00062,,,
RDC00957,IN00056,,,
RDC00958,IN00009,,,
RDC00958,IN00062,,,
RDC00958,IN00056,,,
RDC00959,IN00009,,,
RDC00959,IN00062,,,
RDC00959,IN00056,,,
RDC00960,IN00009,,,
RDC00960,IN00062,,,
RDC00960,IN00056,,,
RDC00961,IN00065,,,
RDC00962,IN00065,,,
RDC00963,IN00056,,,
RDC00964,IN00056,,,
RDC00965,IN00056,,,
RDC00966,IN00056,,,
RDC00967,IN00056,,,
RDC00969,IN00037,,,
RDC00969,IN00005,,,
RDC00969,IN00050,,,
RDC00970,IN00037,,,
RDC00970,IN00005,,,
RDC00970,IN00050,,,
RDC00971,IN00037,,,
RDC00971,IN00005,,,
RDC00971,IN00050,,,
RDC00972,IN00037,,,
RDC00972,IN00005,,,
RDC00972,IN00050,,,
RDC00973,IN00065,,,
RDC00973,IN00052,,,
RDC00973,IN00002,,,
RDC00976,IN00045,,,
RDC00977,IN00038,,,
RDC00978,IN00037,,,
RDC00980,IN00037,,,
RDC00981,IN00037,,,
RDC00984,IN00038,,,
RDC00988,IN00038,,,
RDC00989,IN00038,,,
RDC00990,IN00042,,,
RDC00991,IN00042,,,
RDC00992,IN00042,,,
RDC00993,IN00041,,,
RDC00995,IN00006,,,
RDC00998,IN00037,,,
RDC00998,IN00006,,,
RDC00999,IN00065,,,
RDC01001,IN00007,,,
RDC01001,IN00041,,,
RDC01001,IN00060,,,
RDC01002,IN00009,,,
RDC01003,IN00009,,,
RDC01004,IN00056,,,
RDC01004,IN00047,,,
RDC01005,IN00072,,,
RDC01006,IN00065,,,
RDC01007,IN00072,,,
RDC01008,IN00072,,,
RDC01009,IN00041,,,
RDC01010,IN00041,,,
RDC01011,IN00041,,,
RDC01012,IN00065,,,
RDC01013,IN00065,,,
RDC01014,IN00008,,,
RDC01015,IN00007,,,
RDC01016,IN00011,,,
RDC01017,IN00072,,,
RDC01020,IN00056,,,
RDC01021,IN00056,,,
RDC01022,IN00009,,,
RDC01024,IN00041,,,
RDC01025,IN00041,,,
RDC01026,IN00081,,,
RDC01027,IN00041,,,
RDC01028,IN00037,,,
RDC01029,IN00037,,,
RDC01032,IN00024,,,
RDC01032,IN00005,,,
RDC01032,IN00003,,,
RDC01033,IN00011,,,
RDC01033,IN00041,,,
RDC01034,IN00024,,,
RDC01035,IN00024,,,
RDC01036,IN00057,,,
RDC01039,IN00006,,,
RDC01043,IN00024,,,
RDC01043,IN00056,,,
RDC01044,IN00058,,,
RDC01044,IN00038,,,
RDC01050,IN00003,,,
RDC01052,IN00056,,,
RDC01056,IN00011,,,
RDC01057,IN00012,,,
RDC01057,IN00037,,,
RDC01057,IN00011,,,
RDC01060,IN00037,,,
RDC01060,IN00041,,,
RDC01061,IN00037,,,
RDC01062,IN00037,,,
RDC01064,IN00058,,,
RDC01066,IN00058,,,
RDC01067,IN00058,,,
RDC01068,IN00058,,,
RDC01070,IN00065,,,
RDC01097,IN00024,,,
RDC01105,IN00011,,,
RDC01110,IN00038,,,
RDC01111,IN00024,,,
RDC01112,IN00024,,,
RDC01113,IN00024,,,
RDC01123,IN00024,,,
RDC01129,IN00026,,,
RDC01129,IN00038,,,
RDC01130,IN00026,,,
RDC01130,IN00038,,,
RDC01133,IN00026,,,
RDC01133,IN00038,,,
RDC01152,IN00041,,,
RDC01173,IN00026,,,
RDC01181,IN00065,,,
RDC01186,IN00024,,,
RDC01187,IN00065,,,
RDC01191,IN00072,,,
RDC01191,IN00084,,,
RDC01191,IN00085,,,
RDC01191,IN00086,,,
RDC01221,IN00041,,,
RDC01223,IN00041,,,
RDC01226,IN00051,,,
RDC01227,IN00007,,,
RDC01227,IN00057,,,
RDC01227,IN00011,,,
RDC01227,IN00039,,,
RDC01227,IN00065,,,
RDC01228,IN00065,,,
RDC01231,IN00041,,,
RDC01235,IN00041,,,
RDC01236,IN00041,,,
RDC01237,IN00053,,,
RDC01238,IN00041,,,
RDC01241,IN00041,,,
RDC01243,IN00041,,,
RDC01245,IN00041,,,
RDC01247,IN00041,,,
RDC01248,IN00041,,,
RDC01250,IN00041,,,
RDC01251,IN00055,,,
RDC01253,IN00041,,,
RDC01256,IN00041,,,
RDC01257,IN00041,,,
RDC01258,IN00041,,,
RDC01259,IN00041,,,
RDC01262,IN00041,,,
RDC01267,IN00041,,,
RDC01269,IN00041,,,
RDC01271,IN00041,,,
RDC01279,IN00041,,,
RDC01287,IN00007,,,
RDC01288,IN00037,,,
RDC01289,IN00041,,,
RDC01290,IN00041,,,
RDC01291,IN00041,,,
RDC01292,IN00041,,,
RDC01293,IN00041,,,
RDC01295,IN00041,,,
RDC01296,IN00041,,,
RDC01297,IN00041,,,
RDC01298,IN00041,,,
RDC01302,IN00041,,,
RDC01305,IN00041,,,
RDC01306,IN00041,,,
RDC01307,IN00041,,,
RDC01309,IN00041,,,
RDC01310,IN00041,,,
RDC01311,IN00041,,,
RDC01313,IN00041,,,
RDC01315,IN00041,,,
RDC01316,IN00041,,,
RDC01324,IN00041,,,
RDC01325,IN00041,,,
RDC01326,IN00041,,,
RDC01328,IN00041,,,
RDC01329,IN00041,,,
RDC01330,IN00041,,,
RDC01334,IN00041,,,
RDC01337,IN00041,,,
RDC01338,IN00041,,,
RDC01339,IN00041,,,
RDC01340,IN00041,,,
RDC01341,IN00041,,,
RDC01342,IN00041,,,
RDC01343,IN00041,,,
RDC01344,IN00041,,,
RDC01355,IN00041,,,
RDC01356,IN00041,,,
RDC01360,IN00041,,,
RDC01362,IN00057,,,
RDC01363,IN00041,,,
RDC01364,IN00041,,,
RDC01365,IN00041,,,
RDC01374,IN00041,,,
RDC01375,IN00041,,,
RDC01380,IN00041,,,
RDC01381,IN00041,,,
RDC01383,IN00041,,,
RDC01384,IN00041,,,
RDC01386,IN00060,,,
RDC01385,IN00060,,,
RDC01390,IN00041,,,
RDC01391,IN00041,,,
RDC01392,IN00041,,,
RDC01393,IN00041,,,
RDC01395,IN00041,,,
RDC01396,IN00041,,,
RDC01397,IN00041,,,
RDC01398,IN00041,,,
RDC01399,IN00041,,,
RDC01400,IN00041,,,
RDC01401,IN00041,,,
RDC01402,IN00041,,,
RDC01403,IN00041,,,
RDC01408,IN00041,,,
RDC01415,IN00062,,,
RDC01420,IN00041,,,
RDC01431,IN00063,,,
RDC01432,IN00064,,,
RDC01443,IN00041,,,
RDC01444,IN00041,,,
RDC01445,IN00041,,,
RDC01450,IN00065,,,
RDC01451,IN00066,,,
RDC01452,IN00041,,,
RDC01453,IN00041,,,
RDC01454,IN00041,,,
RDC01455,IN00041,,,
RDC01456,IN00041,,,
RDC01457,IN00041,,,
RDC01458,IN00041,,,
RDC01459,IN00041,,,
RDC01460,IN00041,,,
RDC01462,IN00041,,,
RDC01463,IN00041,,,
RDC01465,IN00041,,,
RDC01466,IN00041,,,
RDC01467,IN00041,,,
RDC01468,IN00041,,,
RDC01469,IN00041,,,
RDC01470,IN00041,,,
RDC01471,IN00041,,,
RDC01472,IN00041,,,
RDC01473,IN00041,,,
RDC01474,IN00041,,,
RDC01475,IN00041,,,
RDC01476,IN00041,,,
RDC01477,IN00041,,,
RDC01478,IN00041,,,
RDC01480,IN00041,,,
RDC01481,IN00041,,,
RDC01482,IN00041,,,
RDC01483,IN00041,,,
RDC01484,IN00041,,,
RDC01485,IN00041,,,
RDC01487,IN00041,,,
RDC01488,IN00041,,,
RDC01492,IN00041,,,
RDC01493,IN00041,,,
RDC01494,IN00041,,,
RDC01495,IN00041,,,
RDC01496,IN00041,,,
RDC01497,IN00041,,,
RDC01498,IN00041,,,
RDC01500,IN00041,,,
RDC01501,IN00041,,,
RDC01502,IN00041,,,
RDC01503,IN00041,,,
RDC01559,IN00041,,,
RDC01560,IN00041,,,
RDC01561,IN00041,,,
RDC01562,IN00041,,,
RDC01563,IN00041,,,
RDC01566,IN00041,,,
RDC01567,IN00041,,,
RDC01568,IN00058,,,
RDC01569,IN00041,,,
RDC01600,IN00007,,,
RDC01603,IN00057,,,
RDC01604,IN00007,,,
RDC01605,IN00077,,,
RDC01606,IN00007,,,
RDC01609,IN00077,,,
RDC01610,IN00037,,,
RDC01611,IN00007,,,
RDC01611,IN00057,,,
RDC01612,IN00057,,,
RDC01613,IN00057,,,
RDC01614,IN00057,,,
RDC01615,IN00007,,,
RDC01616,IN00057,,,
RDC01620,IN00057,,,
RDC01622,IN00057,,,
RDC01627,IN00007,,,
RDC01628,IN00007,,,
RDC01631,IN00007,,,
RDC01632,IN00057,,,
RDC01633,IN00007,,,
RDC01633,IN00057,,,
RDC01634,IN00007,,,
RDC01635,IN00057,,,
RDC01637,IN00007,,,
RDC01638,IN00057,,,
RDC01642,IN00057,,,
RDC01645,IN00057,,,
RDC01646,IN00057,,,
RDC01647,IN00057,,,
RDC01648,IN00057,,,
RDC01649,IN00007,,,
RDC01650,IN00007,,,
RDC01651,IN00057,,,
RDC01652,IN00007,,,
RDC01653,IN00007,,,
RDC01654,IN00009,,,
RDC01654,IN00057,,,
RDC01655,IN00026,,,
RDC01656,IN00006,,,
RDC01658,IN00007,,,
RDC01659,IN00057,,,
RDC01662,IN00007,,,
RDC01663,IN00057,,,
RDC01663,IN00007,,,
RDC01664,IN00007,,,
RDC01665,IN00007,,,
RDC01666,IN00050,,,
RDC01667,IN00057,,,
RDC01668,IN00007,,,
RDC01669,IN00007,,,
RDC01670,IN00007,,,
RDC01673,IN00007,,,
RDC01673,IN00020,,,
RDC01674,IN00007,,,
RDC01674,IN00020,,,
RDC01677,IN00007,,,
RDC01678,IN00065,,,
RDC01679,IN00065,,,
RDC01680,IN00065,,,
RDC01681,IN00065,,,
RDC01682,IN00065,,,
RDC01683,IN00065,,,
RDC01684,IN00065,,,
RDC01685,IN00065,,,
RDC01686,IN00065,,,
RDC01687,IN00065,,,
RDC01688,IN00065,,,
RDC01689,IN00065,,,
RDC01695,IN00007,,,
RDC01695,IN00057,,,
RDC01696,IN00007,,,
RDC01696,IN00057,,,
RDC01697,IN00065,,,
RDC01698,IN00065,,,
RDC01699,IN00007,,,
RDC01700,IN00007,,,
RDC01701,IN00007,,,
RDC01702,IN00007,,,
RDC01703,IN00007,,,
RDC01704,IN00065,,,
RDC01707,IN00065,,,
RDC01708,IN00065,,,
RDC01710,IN00007,,,
RDC01711,IN00007,,,
RDC01712,IN00057,,,
RDC01713,IN00057,,,
RDC01714,IN00007,,,
RDC01716,IN00057,,,
RDC01717,IN00057,,,
RDC01718,IN00065,,,
RDC01719,IN00065,,,
RDC01720,IN00007,,,
RDC01721,IN00065,,,
RDC01723,IN00065,,,
RDC01724,IN00057,,,
RDC01725,IN00057,,,
RDC01726,IN00057,,,
RDC01727,IN00037,,,
RDC01729,IN00065,,,
RDC01730,IN00065,,,
RDC01731,IN00065,,,
RDC01740,IN00007,,,
RDC01741,IN00007,,,
RDC01741,IN00057,,,
RDC01742,IN00007,,,
RDC01743,IN00007,,,
RDC01744,IN00007,,,
RDC01745,IN00057,,,
RDC01746,IN00007,,,
RDC01746,IN00057,,,
RDC01747,IN00007,,,
RDC01748,IN00007,,,
RDC01749,IN00007,,,
RDC01749,IN00057,,,
RDC01750,IN00007,,,
RDC01751,IN00007,,,
RDC01752,IN00057,,,
RDC01753,IN00050,,,
RDC01754,IN00050,,,
RDC01755,IN00007,,,
RDC01756,IN00057,,,
RDC01757,IN00007,,,
RDC01758,IN00007,,,
RDC01759,IN00007,,,
RDC01760,IN00007,,,
RDC01760,IN00057,,,
RDC01761,IN00007,,,
RDC01763,IN00007,,,
RDC01764,IN00007,,,
RDC01765,IN00007,,,
RDC01766,IN00007,,,
RDC01767,IN00007,,,
RDC01768,IN00007,,,
RDC01769,IN00007,,,
RDC01770,IN00007,,,
RDC01772,IN00007,,,
RDC01775,IN00007,,,
RDC01776,IN00007,,,
RDC01777,IN00037,,,
RDC01779,IN00007,,,
RDC01780,IN00007,,,
RDC01781,IN00007,,,
RDC01782,IN00007,,,
RDC01783,IN00007,,,
RDC01784,IN00007,,,
RDC01785,IN00007,,,
RDC01788,IN00007,,,
RDC01789,IN00007,,,
RDC01790,IN00007,,,
RDC01791,IN00007,,,
RDC01792,IN00007,,,
RDC01793,IN00007,,,
RDC01794,IN00007,,,
RDC01795,IN00007,,,
RDC01796,IN00007,,,
RDC01797,IN00007,,,
RDC01799,IN00007,,,
RDC01802,IN00050,,,
RDC01807,IN00007,,,
RDC01808,IN00057,,,
RDC01809,IN00007,,,
RDC01810,IN00007,,,
RDC01811,IN00007,,,
RDC01812,IN00057,,,
RDC01813,IN00057,,,
RDC01814,IN00057,,,
RDC01815,IN00057,,,
RDC01816,IN00037,,,
RDC01817,IN00057,,,
RDC01818,IN00057,,,
RDC01819,IN00057,,,
RDC01820,IN00057,,,
RDC01821,IN00057,,,
RDC01822,IN00057,,,
RDC01823,IN00007,,,
RDC01824,IN00007,,,
RDC01825,IN00057,,,
RDC01826,IN00037,,,
RDC01827,IN00037,,,
RDC01828,IN00037,,,
RDC01829,IN00037,,,
RDC01830,IN00037,,,
RDC01834,IN00007,,,
RDC01835,IN00041,,,
RDC01837,IN00041,,,
RDC01838,IN00007,,,
RDC01838,IN00057,,,
RDC01839,IN00007,,,
RDC01839,IN00006,,,
RDC01839,IN00011,,,
RDC01839,IN00057,,,
RDC01840,IN00007,,,
RDC01841,IN00007,,,
RDC01842,IN00007,,,
RDC01843,IN00007,,,
RDC01843,IN00041,,,
RDC01844,IN00007,,,
RDC01845,IN00007,,,
RDC01846,IN00007,,,
RDC01847,IN00007,,,
RDC01848,IN00007,,,
RDC01848,IN00050,,,
RDC01849,IN00007,,,
RDC01849,IN00050,,,
RDC01850,IN00007,,,
RDC01850,IN00057,,,
RDC01851,IN00007,,,
RDC01851,IN00057,,,
RDC01852,IN00007,,,
RDC01852,IN00057,,,
RDC01853,IN00007,,,
RDC01854,IN00007,,,
RDC01855,IN00007,,,
RDC01855,IN00057,,,
RDC01856,IN00007,,,
RDC01856,IN00057,,,
RDC01857,IN00007,,,
RDC01858,IN00007,,,
RDC01858,IN00050,,,
RDC01858,IN00057,,,
RDC01859,IN00007,,,
RDC01860,IN00007,,,
RDC01861,IN00006,,,
RDC01861,IN00007,,,
RDC01861,IN00057,,,
RDC01864,IN00050,,,
RDC01867,IN00007,,,
RDC01868,IN00007,,,
RDC01868,IN00041,,,
RDC01869,IN00007,,,
RDC01870,IN00050,,,
RDC01872,IN00007,,,
RDC01873,IN00007,,,
RDC01874,IN00007,,,
RDC01875,IN00007,,,
RDC01882,IN00050,,,
RDC01883,IN00050,,,
RDC01884,IN00007,,,
RDC01884,IN00011,,,
RDC01885,IN00007,,,
RDC01885,IN00011,,,
RDC01886,IN00007,,,
RDC01886,IN00011,,,
RDC01887,IN00011,,,
RDC01888,IN00011,,,
RDC01890,IN00050,,,
RDC01890,IN00057,,,
RDC01891,IN00007,,,
RDC01891,IN00057,,,
RDC01892,IN00007,,,
RDC01892,IN00057,,,
RDC01895,IN00007,,,
RDC01895,IN00057,,,
RDC01897,IN00057,,,
RDC01899,IN00007,,,
RDC01899,IN00057,,,
RDC01900,IN00007,,,
RDC01906,IN00007,,,
RDC01906,IN00026,,,
RDC01906,IN00050,,,
RDC01906,IN00072,,,
RDC01907,IN00007,,,
RDC01907,IN00057,,,
RDC01908,IN00007,,,
RDC01908,IN00057,,,
RDC01909,IN00007,,,
RDC01909,IN00057,,,
RDC01910,IN00007,,,
RDC01910,IN00057,,,
RDC01911,IN00007,,,
RDC01911,IN00057,,,
RDC01914,IN00052,,,
RDC01916,IN00007,,,
RDC01916,IN00057,,,
RDC01917,IN00007,,,
RDC01917,IN00057,,,
RDC01918,IN00007,,,
RDC01918,IN00057,,,
RDC01919,IN00007,,,
RDC01920,IN00007,,,
RDC01921,IN00007,,,
RDC01922,IN00007,,,
RDC01924,IN00007,,,
RDC01927,IN00007,,,
RDC01927,IN00057,,,
RDC01928,IN00007,,,
RDC01928,IN00057,,,
RDC01929,IN00007,,,
RDC01929,IN00057,,,
RDC01930,IN00007,,,
RDC01930,IN00057,,,
RDC01931,IN00007,,,
RDC01931,IN00057,,,
RDC01932,IN00007,,,
RDC01932,IN00057,,,
RDC01933,IN00007,,,
RDC01934,IN00007,,,
RDC01934,IN00037,,,
RDC01934,IN00041,,,
RDC01934,IN00057,,,
RDC01934,IN00072,,,
RDC01937,IN00057,,,
RDC01938,IN00007,,,
RDC01938,IN00057,,,
RDC01940,IN00057,,,
RDC01941,IN00057,,,
RDC01942,IN00057,,,
RDC01943,IN00041,,,
RDC01944,IN00007,,,
RDC01945,IN00007,,,
RDC01946,IN00007,,,
RDC01947,IN00007,,,
RDC01950,IN00007,,,
RDC01951,IN00007,,,
RDC01951,IN00057,,,
RDC01952,IN00057,,,
RDC01953,IN00057,,,
RDC01955,IN00007,,,
RDC01956,IN00007,,,
RDC01958,IN00057,,,
RDC01959,IN00007,,,
RDC01959,IN00037,,,
RDC01959,IN00057,,,
RDC01964,IN00041,,,
RDC01965,IN00041,,,
RDC01966,IN00041,,,
RDC01967,IN00007,,,
RDC01968,IN00007,,,
RDC01970,IN00007,,,
RDC01971,IN00007,,,
RDC01971,IN00057,,,
RDC01971,IN00072,,,
RDC01975,IN00007,,,
RDC01976,IN00007,,,
RDC01977,IN00007,,,
RDC01978,IN00057,,,
RDC01978,IN00041,,,
RDC01980,IN00057,,,
RDC01981,IN00057,,,
RDC01982,IN00057,,,
RDC01982,IN00041,,,
RDC01983,IN00057,,,
RDC01983,IN00041,,,
RDC02000,IN00041,,,
RDC02000,IN00007,,,
RDC02000,IN00090,,,
RDC02001,IN00041,,,
RDC02001,IN00007,,,
RDC02001,IN00090,,,
RDC02003,IN00007,,,
RDC02004,IN00041,,,
RDC02004,IN00007,,,
RDC02005,IN00041,,,
RDC02006,IN00041,,,
RDC02006,IN00090,,,
RDC02006,IN00007,,,
RDC02006,IN00011,,,
RDC02006,IN00050,,,
RDC02007,IN00041,,,
RDC02007,IN00090,,,
RDC02007,IN00006,,,
RDC02007,IN00007,,,
RDC02008,IN00006,,,
RDC02008,IN00041,,,
RDC02008,IN00007,,,
RDC02009,IN00041,,,
RDC02010,IN00041,,,
RDC02011,IN00007,,,
RDC02011,IN00041,,,
RDC02012,IN00007,,,
RDC02012,IN00041,,,
RDC02013,IN00007,,,
RDC02013,IN00041,,,
RDC02014,IN00041,,,
RDC02015,IN00041,,,
RDC02015,IN00007,,,
RDC02016,IN00041,,,
RDC02016,IN00007,,,
RDC02016,IN00090,,,
RDC02016,IN00091,,,
RDC02017,IN00041,,,
RDC02017,IN00007,,,
RDC02018,IN00041,,,
RDC02019,IN00041,,,
RDC02020,IN00041,,,
RDC02021,IN00041,,,
RDC02022,IN00041,,,
RDC02023,IN00062,,,
RDC02023,IN00041,,,
RDC02023,IN00007,,,
RDC02024,IN00041,,,
RDC02025,IN00041,,,
RDC02025,IN00007,,,
RDC02025,IN00011,,,
RDC02026,IN00041,,,
RDC02026,IN00007,,,
RDC02026,IN00011,,,
RDC02027,IN00041,,,
RDC02027,IN00007,,,
RDC02027,IN00011,,,
RDC02028,IN00041,,,
RDC02028,IN00007,,,
RDC02028,IN00011,,,
RDC02030,IN00041,,,
RDC02035,IN00041,,,
RDC02036,IN00041,,,
RDC02037,IN00041,,,
RDC02038,IN00041,,,
RDC02039,IN00009,,,
RDC02040,IN00009,,,
RDC02041,IN00051,,,
RDC02042,IN00041,,,
RDC02043,IN00041,,,
RDC02044,IN00041,,,
RDC02051,IN00041,,,
RDC02051,IN00007,,,
RDC02052,IN00041,,,
RDC02052,IN00007,,,
RDC02052,IN00090,,,
RDC02053,IN00041,,,
RDC02053,IN00007,,,
RDC02053,IN00090,,,
RDC02054,IN00041,,,
RDC02054,IN00007,,,
RDC02054,IN00090,,,
RDC02055,IN00041,,,
RDC02055,IN00007,,,
RDC02055,IN00090,,,
RDC02056,IN00041,,,
RDC02056,IN00007,,,
RDC02057,IN00041,,,
RDC02057,IN00007,,,
RDC02058,IN00041,,,
RDC02058,IN00007,,,
RDC02060,IN00041,,,
RDC02061,IN00041,,,
RDC02062,IN00041,,,
RDC02063,IN00041,,,
RDC02064,IN00041,,,
RDC02065,IN00041,,,
RDC02066,IN00041,,,
RDC02066,IN00007,,,
RDC02067,IN00041,,,
RDC02067,IN00007,,,
RDC02068,IN00041,,,
RDC02068,IN00007,,,
RDC02069,IN00090,,,
RDC02069,IN00041,,,
RDC02069,IN00007,,,
RDC02070,IN00041,,,
RDC02072,IN00007,,,
RDC02074,IN00041,,,
RDC02075,IN00041,,,
RDC02076,IN00041,,,
RDC02077,IN00041,,,
RDC02079,IN00041,,,
RDC02080,IN00041,,,
RDC02081,IN00041,,,
RDC02082,IN00041,,,
RDC02083,IN00041,,,
RDC02084,IN00041,,,
RDC02085,IN00041,,,
RDC02086,IN00041,,,
RDC02087,IN00041,,,
RDC02091,IN00041,,,
RDC02092,IN00041,,,
RDC02092,IN00007,,,
RDC02094,IN00041,,,
RDC02095,IN00041,,,
RDC02096,IN00041,,,
RDC02098,IN00041,,,
RDC02099,IN00041,,,
RDC02100,IN00041,,,
RDC02101,IN00041,,,
RDC02102,IN00041,,,
RDC02103,IN00041,,,
RDC02104,IN00041,,,
RDC02105,IN00041,,,
RDC02105,IN00007,,,
RDC02105,IN00011,,,
RDC02107,IN00041,,,
RDC02107,IN00007,,,
RDC02108,IN00041,,,
RDC02108,IN00007,,,
RDC02108,IN00011,,,
RDC02109,IN00041,,,
RDC02109,IN00007,,,
RDC02109,IN00011,,,
RDC02110,IN00041,,,
RDC02110,IN00007,,,
RDC02110,IN00011,,,
RDC02112,IN00041,,,
RDC02114,IN00041,,,
RDC02115,IN00041,,,
RDC02116,IN00041,,,
RDC02117,IN00041,,,
RDC02118,IN00041,,,
RDC02119,IN00027,,,
RDC02119,IN00007,,,
RDC02119,IN00041,,,
RDC02119,IN00011,,,
RDC02119,IN00009,,,
RDC02120,IN00027,,,
RDC02120,IN00007,,,
RDC02120,IN00041,,,
RDC02120,IN00011,,,
RDC02120,IN00009,,,
RDC02121,IN00027,,,
RDC02121,IN00007,,,
RDC02121,IN00041,,,
RDC02121,IN00011,,,
RDC02121,IN00009,,,
RDC02122,IN00027,,,
RDC02122,IN00007,,,
RDC02122,IN00041,,,
RDC02122,IN00011,,,
RDC02122,IN00009,,,
RDC02123,IN00027,,,
RDC02123,IN00007,,,
RDC02123,IN00041,,,
RDC02123,IN00011,,,
RDC02123,IN00009,,,
RDC02124,IN00027,,,
RDC02124,IN00007,,,
RDC02124,IN00041,,,
RDC02124,IN00011,,,
RDC02124,IN00009,,,
RDC02127,IN00041,,,
RDC02133,IN00041,,,
RDC02134,IN00037,,,
RDC02135,IN00037,,,
RDC02136,IN00041,,,
RDC02141,IN00041,,,
RDC02141,IN00007,,,
RDC02145,IN00041,,,
RDC02146,IN00041,,,
RDC02148,IN00041,,,
RDC02148,IN00007,,,
RDC02148,IN00093,,,
RDC02149,IN00041,,,
RDC02149,IN00007,,,
RDC02149,IN00093,,,
RDC02150,IN00041,,,
RDC02150,IN00007,,,
RDC02150,IN00093,,,
RDC02151,IN00041,,,
RDC02152,IN00041,,,
RDC02153,IN00041,,,
RDC02154,IN00041,,,
RDC02156,IN00041,,,
RDC02157,IN00027,,,
RDC02157,IN00007,,,
RDC02157,IN00041,,,
RDC02157,IN00011,,,
RDC02157,IN00009,,,
RDC02158,IN00027,,,
RDC02158,IN00007,,,
RDC02158,IN00041,,,
RDC02158,IN00011,,,
RDC02158,IN00009,,,
RDC02162,IN00041,,,
RDC02163,IN00041,,,
RDC02164,IN00041,,,
RDC02165,IN00041,,,
RDC02166,IN00041,,,
RDC02167,IN00041,,,
RDC02168,IN00041,,,
RDC02169,IN00041,,,
RDC02170,IN00041,,,
RDC02171,IN00041,,,
RDC02171,IN00007,,,
RDC02172,IN00041,,,
RDC02172,IN00007,,,
RDC02173,IN00041,,,
RDC02174,IN00007,,,
RDC02175,IN00041,,,
RDC02176,IN00041,,,
RDC02177,IN00041,,,
RDC02178,IN00041,,,
RDC02179,IN00009,,,
RDC02181,IN00041,,,
RDC02182,IN00041,,,
RDC02183,IN00007,,,
RDC02184,IN00007,,,
RDC02185,IN00041,,,
RDC02186,IN00041,,,
RDC02188,IN00041,,,
RDC02191,IN00041,,,
RDC02193,IN00041,,,
RDC02193,IN00007,,,
RDC02194,IN00009,,,
RDC02197,IN00041,,,
RDC02198,IN00041,,,
RDC02199,IN00041,,,
RDC02203,IN00041,,,
RDC02204,IN00041,,,
RDC02205,IN00041,,,
RDC02206,IN00041,,,
RDC02207,IN00041,,,
RDC02208,IN00041,,,
RDC02208,IN00007,,,
RDC02209,IN00041,,,
RDC02209,IN00007,,,
RDC02210,IN00041,,,
RDC02210,IN00007,,,
RDC02211,IN00041,,,
RDC02213,IN00007,,,
RDC02215,IN00041,,,
RDC02219,IN00041,,,
RDC02220,IN00041,,,
RDC02221,IN00041,,,
RDC02222,IN00027,,,
RDC02222,IN00007,,,
RDC02222,IN00041,,,
RDC02222,IN00011,,,
RDC02222,IN00009,,,
RDC02223,IN00027,,,
RDC02223,IN00007,,,
RDC02223,IN00041,,,
RDC02223,IN00011,,,
RDC02223,IN00009,,,
RDC02224,IN00027,,,
RDC02224,IN00007,,,
RDC02224,IN00041,,,
RDC02224,IN00011,,,
RDC02224,IN00009,,,
RDC02225,IN00027,,,
RDC02225,IN00007,,,
RDC02225,IN00041,,,
RDC02225,IN00011,,,
RDC02225,IN00009,,,
RDC02226,IN00027,,,
RDC02226,IN00007,,,
RDC02226,IN00041,,,
RDC02226,IN00011,,,
RDC02226,IN00009,,,
RDC02227,IN00027,,,
RDC02227,IN00007,,,
RDC02227,IN00041,,,
RDC02227,IN00011,,,
RDC02227,IN00009,,,
RDC02230,IN00041,,,
RDC02232,IN00041,,,
RDC02233,IN00041,,,
RDC02233,IN00007,,,
RDC02234,IN00041,,,
RDC02234,IN00007,,,
RDC02236,IN00041,,,
RDC02237,IN00041,,,
RDC02238,IN00041,,,
RDC02239,IN00041,,,
RDC02240,IN00041,,,
RDC02241,IN00041,,,
RDC02242,IN00041,,,
RDC02243,IN00041,,,
RDC02244,IN00041,,,
RDC02245,IN00027,,,
RDC02245,IN00007,,,
RDC02245,IN00041,,,
RDC02245,IN00011,,,
RDC02245,IN00009,,,
RDC02246,IN00041,,,
RDC02252,IN00007,,,
RDC02252,IN00012,,,
RDC02253,IN00001,,,
RDC02254,IN00008,,,
RDC02255,IN00027,,,
RDC02256,IN00027,,,
RDC02257,IN00008,,,
RDC02258,IN00006,,,
RDC02259,IN00065,,,
RDC02260,IN00065,,,
RDC02262,IN00007,,,
RDC02262,IN00041,,,
RDC02262,IN00011,,,
RDC02262,IN00057,,,
RDC02262,IN00009,,,
RDC02262,IN00026,,,
RDC02262,IN00037,,,
RDC02262,IN00058,,,
