drug_id,indication_id,evidence,created_at,updated_at
RDC02262,IN00042,,,
RDC02264,IN00007,,,
RDC02264,IN00041,,,
RDC02264,IN00011,,,
RDC02264,IN00057,,,
RDC02264,IN00009,,,
RDC02264,IN00026,,,
RDC02264,IN00037,,,
RDC02264,IN00058,,,
RDC02264,IN00042,,,
RDC02265,IN00011,,,
RDC02266,IN00007,,,
RDC02266,IN00041,,,
RDC02266,IN00011,,,
RDC02266,IN00057,,,
RDC02266,IN00009,,,
RDC02266,IN00026,,,
RDC02266,IN00037,,,
RDC02266,IN00058,,,
RDC02266,IN00042,,,
RDC02267,IN00006,,,
RDC02268,IN00001,,,
RDC02278,IN00007,,,
RDC02278,IN00041,,,
RDC02278,IN00011,,,
RDC02278,IN00057,,,
RDC02278,IN00009,,,
RDC02278,IN00026,,,
RDC02278,IN00037,,,
RDC02278,IN00058,,,
RDC02278,IN00042,,,
RDC02280,IN00007,,,
RDC02281,IN00007,,,
RDC02281,IN00041,,,
RDC02281,IN00011,,,
RDC02281,IN00057,,,
RDC02281,IN00009,,,
RDC02281,IN00026,,,
RDC02281,IN00037,,,
RDC02281,IN00058,,,
RDC02281,IN00042,,,
RDC02302,IN00046,,,
RDC02303,IN00046,,,
RDC02304,IN00046,,,
RDC02305,IN00097,,,
RDC02305,IN00098,,,
RDC02305,IN00053,,,
RDC02305,IN00047,,,
RDC02306,IN00046,,,
RDC02308,IN00046,,,
RDC02309,IN00046,,,
RDC02310,IN00046,,,
RDC02312,IN00046,,,
RDC02314,IN00046,,,
RDC02315,IN00046,,,
RDC02317,IN00096,,,
RDC02319,IN00096,,,
RDC02320,IN00046,,,
RDC02321,IN00046,,,
RDC02322,IN00046,,,
RDC02325,IN00096,,,
RDC02330,IN00042,,,
RDC02331,IN00066,,,
RDC02333,IN00046,,,
RDC02334,IN00046,,,
RDC02336,IN00095,,,
RDC02340,IN00066,,,
RDC02341,IN00066,,,
RDC02342,IN00066,,,
RDC02345,IN00046,,,
RDC02346,IN00046,,,
RDC02352,IN00037,,,
RDC02353,IN00037,,,
RDC02354,IN00037,,,
RDC02355,IN00037,,,
RDC02356,IN00065,,,
RDC02357,IN00065,,,
RDC02358,IN00065,,,
RDC02359,IN00065,,,
RDC02361,IN00065,,,
RDC02362,IN00037,,,
RDC02363,IN00037,,,
RDC02363,IN00060,,,
RDC02365,IN00065,,,
RDC02366,IN00065,,,
RDC02371,IN00023,,,
RDC02372,IN00065,,,
RDC02374,IN00065,,,
RDC02375,IN00065,,,
RDC02376,IN00065,,,
RDC02377,IN00065,,,
RDC02378,IN00065,,,
RDC02379,IN00037,,,
RDC02380,IN00037,,,
RDC02381,IN00065,,,
RDC02382,IN00065,,,
RDC02383,IN00065,,,
RDC02384,IN00065,,,
RDC02385,IN00065,,,
RDC02386,IN00065,,,
RDC02387,IN00037,,,
RDC02388,IN00037,,,
RDC02389,IN00037,,,
RDC02390,IN00037,,,
RDC02391,IN00037,,,
RDC02393,IN00065,,,
RDC02394,IN00065,,,
RDC02395,IN00065,,,
RDC02396,IN00065,,,
RDC02397,IN00065,,,
RDC02399,IN00065,,,
RDC02402,IN00037,,,
RDC02404,IN00037,,,
RDC02406,IN00037,,,
RDC02410,IN00065,,,
RDC02411,IN00037,,,
RDC02412,IN00037,,,
RDC02413,IN00037,,,
RDC02414,IN00037,,,
RDC02421,IN00078,,,
RDC02422,IN00065,,,
RDC02423,IN00102,,,
RDC02423,IN00065,,,
RDC02425,IN00038,,,
RDC02426,IN00007,,,
RDC02427,IN00006,,,
RDC02428,IN00037,,,
RDC02429,IN00038,,,
RDC02430,IN00038,,,
RDC02431,IN00065,,,
RDC02432,IN00006,,,
RDC02436,IN00037,,,
RDC02439,IN00009,,,
RDC02440,IN00042,,,
RDC02441,IN00037,,,
RDC02442,IN00102,,,
RDC02442,IN00065,,,
RDC02443,IN00102,,,
RDC02443,IN00065,,,
RDC02444,IN00102,,,
RDC02444,IN00065,,,
RDC02445,IN00102,,,
RDC02445,IN00065,,,
RDC02446,IN00007,,,
RDC02449,IN00101,,,
RDC02450,IN00102,,,
RDC02450,IN00065,,,
RDC02451,IN00002,,,
RDC02452,IN00002,,,
RDC02453,IN00060,,,
RDC02454,IN00060,,,
RDC02457,IN00065,,,
RDC02458,IN00065,,,
RDC02459,IN00065,,,
RDC02460,IN00065,,,
RDC02461,IN00065,,,
RDC02462,IN00065,,,
RDC02463,IN00065,,,
RDC02464,IN00065,,,
RDC02465,IN00002,,,
RDC02466,IN00002,,,
RDC02467,IN00041,,,
RDC02468,IN00100,,,
RDC02469,IN00100,,,
RDC02470,IN00056,,,
RDC02471,IN00056,,,
RDC02472,IN00065,,,
RDC02473,IN00065,,,
RDC02474,IN00065,,,
RDC02475,IN00065,,,
RDC02476,IN00065,,,
RDC02477,IN00056,,,
RDC02479,IN00038,,,
RDC02481,IN00038,,,
RDC02483,IN00006,,,
RDC02483,IN00038,,,
RDC02484,IN00006,,,
RDC02484,IN00038,,,
RDC02485,IN00006,,,
RDC02485,IN00038,,,
RDC02492,IN00065,,,
RDC02493,IN00009,,,
RDC02494,IN00037,,,
RDC02494,IN00038,,,
RDC02499,IN00099,,,
RDC02501,IN00012,,,
RDC02515,IN00063,,,
RDC02516,IN00063,,,
RDC02520,IN00057,,,
RDC02520,IN00059,,,
RDC02521,IN00057,,,
RDC02521,IN00059,,,
RDC02521,IN00024,,,
RDC02521,IN00058,,,
RDC02521,IN00007,,,
RDC02521,IN00105,,,
RDC02521,IN00027,,,
RDC02521,IN00062,,,
RDC02521,IN00060,,,
RDC02521,IN00106,,,
RDC02521,IN00107,,,
RDC02521,IN00006,,,
RDC02525,IN00063,,,
RDC02526,IN00063,,,
RDC02527,IN00063,,,
RDC02528,IN00063,,,
RDC02529,IN00063,,,
RDC02531,IN00063,,,
RDC02532,IN00063,,,
RDC02533,IN00063,,,
RDC02534,IN00063,,,
RDC02535,IN00063,,,
RDC02536,IN00063,,,
RDC02537,IN00063,,,
RDC02538,IN00024,,,
RDC02539,IN00063,,,
RDC02540,IN00063,,,
RDC02541,IN00063,,,
RDC02541,IN00024,,,
RDC02542,IN00063,,,
RDC02542,IN00057,,,
RDC02543,IN00063,,,
RDC02543,IN00057,,,
RDC02544,IN00063,,,
RDC02544,IN00057,,,
RDC02546,IN00063,,,
RDC02547,IN00063,,,
RDC02548,IN00018,,,
RDC02549,IN00018,,,
RDC02551,IN00063,,,
RDC02552,IN00063,,,
RDC02556,IN00057,,,
RDC02557,IN00057,,,
RDC02558,IN00018,,,
RDC02560,IN00018,,,
RDC02561,IN00057,,,
RDC02561,IN00006,,,
RDC02561,IN00088,,,
RDC02562,IN00007,,,
RDC02562,IN00018,,,
RDC02563,IN00042,,,
RDC02565,IN00047,,,
RDC02566,IN00047,,,
RDC02567,IN00047,,,
RDC02568,IN00047,,,
RDC02569,IN00024,,,
RDC02570,IN00024,,,
RDC02572,IN00047,,,
RDC02572,IN00102,,,
RDC02572,IN00065,,,
RDC02573,IN00102,,,
RDC02573,IN00065,,,
RDC02574,IN00047,,,
RDC02575,IN00047,,,
RDC02577,IN00047,,,
RDC02578,IN00047,,,
RDC02579,IN00047,,,
RDC02580,IN00047,,,
RDC02581,IN00102,,,
RDC02581,IN00065,,,
RDC02582,IN00102,,,
RDC02582,IN00065,,,
RDC02584,IN00005,,,
RDC02585,IN00005,,,
RDC02586,IN00047,,,
RDC02587,IN00047,,,
RDC02588,IN00047,,,
RDC02588,IN00102,,,
RDC02588,IN00065,,,
RDC02589,IN00102,,,
RDC02589,IN00065,,,
RDC02590,IN00047,,,
RDC02592,IN00042,,,
RDC02593,IN00042,,,
RDC02593,IN00047,,,
RDC02593,IN00102,,,
RDC02593,IN00065,,,
RDC02594,IN00042,,,
RDC02595,IN00042,,,
RDC02595,IN00047,,,
RDC02596,IN00042,,,
RDC02596,IN00047,,,
RDC02597,IN00042,,,
RDC02597,IN00047,,,
RDC02597,IN00102,,,
RDC02597,IN00065,,,
RDC02598,IN00042,,,
RDC02598,IN00047,,,
RDC02598,IN00102,,,
RDC02598,IN00065,,,
RDC02599,IN00042,,,
RDC02599,IN00047,,,
RDC02599,IN00102,,,
RDC02599,IN00065,,,
RDC02600,IN00042,,,
RDC02600,IN00047,,,
RDC02600,IN00102,,,
RDC02600,IN00065,,,
RDC02601,IN00042,,,
RDC02602,IN00042,,,
RDC02611,IN00041,,,
RDC02613,IN00102,,,
RDC02613,IN00065,,,
RDC02617,IN00047,,,
RDC02618,IN00007,,,
RDC02620,IN00006,,,
RDC02621,IN00035,,,
RDC02622,IN00072,,,
RDC02624,IN00057,,,
RDC02624,IN00062,,,
RDC02625,IN00009,,,
RDC02625,IN00057,,,
RDC02625,IN00056,,,
RDC02625,IN00050,,,
RDC02625,IN00014,,,
RDC02625,IN00059,,,
RDC02625,IN00011,,,
RDC02626,IN00009,,,
RDC02626,IN00057,,,
RDC02626,IN00056,,,
RDC02626,IN00050,,,
RDC02626,IN00014,,,
RDC02626,IN00059,,,
RDC02626,IN00011,,,
RDC02628,IN00035,,,
RDC02632,IN00011,,,
RDC02632,IN00037,,,
RDC02632,IN00106,,,
RDC02631,IN00011,,,
RDC02631,IN00037,,,
RDC02631,IN00106,,,
RDC02634,IN00106,,,
RDC02635,IN00106,,,
RDC02636,IN00094,,,
RDC02637,IN00094,,,
RDC02638,IN00046,,,
RDC02638,IN00094,,,
RDC02639,IN00046,,,
RDC02639,IN00094,,,
RDC02640,IN00106,,,
RDC02641,IN00106,,,
RDC02642,IN00106,,,
RDC02643,IN00106,,,
RDC02644,IN00094,,,
RDC02646,IN00074,,,
RDC02647,IN00074,,,
RDC02648,IN00106,,,
RDC02649,IN00106,,,
RDC02651,IN00094,,,
RDC02651,IN00106,,,
RDC02652,IN00094,,,
RDC02653,IN00094,,,
RDC02654,IN00094,,,
RDC02655,IN00094,,,
RDC02656,IN00094,,,
RDC02657,IN00046,,,
RDC02657,IN00089,,,
RDC02659,IN00106,,,
RDC02660,IN00094,,,
RDC02661,IN00102,,,
RDC02661,IN00065,,,
RDC02662,IN00094,,,
RDC02663,IN00094,,,
RDC02668,IN00106,,,
RDC02669,IN00106,,,
RDC02670,IN00106,,,
RDC02671,IN00106,,,
RDC02672,IN00106,,,
RDC02673,IN00106,,,
RDC02674,IN00106,,,
RDC02675,IN00106,,,
RDC02676,IN00106,,,
RDC02678,IN00079,,,
RDC02678,IN00080,,,
RDC02679,IN00079,,,
RDC02679,IN00080,,,
RDC02680,IN00074,,,
RDC02681,IN00106,,,
RDC02682,IN00106,,,
RDC02685,IN00106,,,
RDC02687,IN00046,,,
RDC02687,IN00106,,,
RDC02688,IN00106,,,
RDC02689,IN00106,,,
RDC02690,IN00106,,,
RDC02691,IN00106,,,
RDC02693,IN00106,,,
RDC02694,IN00106,,,
RDC02695,IN00106,,,
RDC02696,IN00094,,,
RDC02697,IN00106,,,
RDC02698,IN00042,,,
RDC02700,IN00094,,,
RDC02701,IN00106,,,
RDC02707,IN00094,,,
RDC02708,IN00106,,,
RDC02710,IN00106,,,
RDC02711,IN00106,,,
RDC02712,IN00106,,,
RDC02713,IN00106,,,
RDC02714,IN00106,,,
RDC02715,IN00106,,,
RDC02720,IN00065,,,
RDC02721,IN00065,,,
RDC02722,IN00065,,,
RDC02723,IN00092,,,
RDC02724,IN00065,,,
RDC02725,IN00041,,,
RDC02727,IN00065,,,
RDC02728,IN00041,,,
RDC02729,IN00032,,,
RDC02730,IN00038,,,
RDC02731,IN00029,,,
RDC02732,IN00020,,,
RDC02733,IN00028,,,
RDC02734,IN00041,,,
RDC02735,IN00065,,,
RDC02736,IN00002,,,
RDC02736,IN00037,,,
RDC02736,IN00009,,,
RDC02736,IN00041,,,
RDC02738,IN00034,,,
RDC02739,IN00006,,,
RDC02740,IN00041,,,
RDC02741,IN00041,,,
RDC02742,IN00065,,,
RDC02743,IN00065,,,
RDC02744,IN00057,,,
RDC02745,IN00016,,,
RDC02745,IN00070,,,
RDC02745,IN00038,,,
RDC02746,IN00038,,,
RDC02747,IN00038,,,
RDC02748,IN00038,,,
RDC02749,IN00002,,,
RDC02749,IN00050,,,
RDC02750,IN00065,,,
RDC02751,IN00065,,,
RDC02752,IN00038,,,
RDC02753,IN00038,,,
RDC02754,IN00034,,,
RDC02755,IN00007,,,
RDC02756,IN00065,,,
RDC02756,IN00038,,,
RDC02757,IN00005,,,
RDC02758,IN00005,,,
RDC02759,IN00041,,,
RDC02760,IN00041,,,
RDC02761,IN00041,,,
RDC02762,IN00065,,,
RDC02763,IN00065,,,
RDC02764,IN00041,,,
RDC02765,IN00041,,,
RDC02766,IN00041,,,
RDC02767,IN00065,,,
RDC02768,IN00041,,,
RDC02769,IN00002,,,
RDC02770,IN00027,,,
RDC02770,IN00017,,,
RDC02771,IN00057,,,
RDC02772,IN00007,,,
RDC02772,IN00024,,,
RDC02772,IN00037,,,
RDC02773,IN00011,,,
RDC02773,IN00041,,,
RDC02773,IN00065,,,
RDC02774,IN00065,,,
RDC02775,IN00065,,,
RDC02776,IN00065,,,
RDC02777,IN00065,,,
RDC02778,IN00038,,,
RDC02779,IN00038,,,
RDC02780,IN00038,,,
RDC02781,IN00025,,,
RDC02782,IN00025,,,
RDC02783,IN00038,,,
RDC02784,IN00038,,,
RDC02785,IN00041,,,
RDC02786,IN00041,,,
RDC02787,IN00002,,,
RDC02787,IN00007,,,
RDC02787,IN00024,,,
RDC02787,IN00037,,,
RDC02788,IN00002,,,
RDC02788,IN00007,,,
RDC02788,IN00024,,,
RDC02788,IN00037,,,
RDC02789,IN00058,,,
RDC02790,IN00058,,,
RDC02791,IN00050,,,
RDC02792,IN00050,,,
RDC02793,IN00041,,,
RDC02794,IN00041,,,
RDC02795,IN00041,,,
RDC02796,IN00041,,,
RDC02797,IN00058,,,
RDC02798,IN00058,,,
RDC02799,IN00058,,,
RDC02800,IN00058,,,
RDC02802,IN00065,,,
RDC02803,IN00065,,,
RDC02804,IN00027,,,
RDC02805,IN00027,,,
RDC02806,IN00007,,,
RDC02806,IN00059,,,
RDC02807,IN00007,,,
RDC02807,IN00059,,,
RDC02808,IN00009,,,
RDC02809,IN00009,,,
RDC02811,IN00009,,,
RDC02812,IN00021,,,
RDC02813,IN00038,,,
RDC02814,IN00038,,,
RDC02817,IN00034,,,
RDC02818,IN00051,,,
RDC02819,IN00009,,,
RDC02820,IN00025,,,
RDC02821,IN00065,,,
RDC02822,IN00065,,,
RDC02824,IN00051,,,
RDC02825,IN00036,,,
RDC02826,IN00027,,,
RDC02826,IN00034,,,
RDC02827,IN00006,,,
RDC02828,IN00009,,,
RDC02828,IN00050,,,
RDC02829,IN00009,,,
RDC02829,IN00050,,,
RDC02830,IN00009,,,
RDC02830,IN00050,,,
RDC02831,IN00037,,,
RDC02832,IN00037,,,
RDC02833,IN00037,,,
RDC02834,IN00042,,,
RDC02835,IN00042,,,
RDC02836,IN00065,,,
RDC02837,IN00050,,,
RDC02838,IN00007,,,
RDC02839,IN00041,,,
RDC02840,IN00065,,,
RDC02841,IN00065,,,
RDC02842,IN00065,,,
RDC02843,IN00065,,,
RDC02844,IN00065,,,
RDC02845,IN00065,,,
RDC02846,IN00065,,,
RDC02847,IN00065,,,
RDC02848,IN00065,,,
RDC02849,IN00011,,,
RDC02849,IN00057,,,
RDC02850,IN00041,,,
RDC02851,IN00027,,,
RDC02851,IN00060,,,
RDC02852,IN00007,,,
RDC02852,IN00041,,,
RDC02853,IN00058,,,
RDC02854,IN00051,,,
RDC02855,IN00041,,,
RDC02856,IN00041,,,
RDC02857,IN00051,,,
RDC02859,IN00038,,,
RDC02860,IN00041,,,
RDC00180,IN00038,,,
RDC00291,IN00038,,,
RDC00292,IN00038,,,
RDC00294,IN00012,,,
RDC00295,IN00009,,,
RDC00311,IN00081,,,
RDC00470,IN00006,,,
RDC00470,IN00042,,,
RDC00470,IN00056,,,
RDC00471,IN00006,,,
RDC00471,IN00042,,,
RDC00471,IN00056,,,
RDC00472,IN00006,,,
RDC00472,IN00042,,,
RDC00472,IN00056,,,
RDC00473,IN00006,,,
RDC00473,IN00042,,,
RDC00473,IN00056,,,
RDC00474,IN00006,,,
RDC00474,IN00042,,,
RDC00474,IN00056,,,
RDC00475,IN00006,,,
RDC00475,IN00042,,,
RDC00475,IN00056,,,
RDC00476,IN00006,,,
RDC00476,IN00042,,,
RDC00476,IN00056,,,
RDC00510,IN00007,,,
RDC00511,IN00007,,,
RDC00512,IN00007,,,
RDC00513,IN00009,,,
RDC00514,IN00009,,,
RDC00777,IN00007,,,
RDC00777,IN00037,,,
RDC00777,IN00009,,,
RDC00777,IN00011,,,
RDC00778,IN00007,,,
RDC00778,IN00037,,,
RDC00778,IN00009,,,
RDC00778,IN00011,,,
RDC00779,IN00007,,,
RDC00779,IN00037,,,
RDC00779,IN00009,,,
RDC00779,IN00011,,,
RDC00807,IN00012,,,
RDC00808,IN00012,,,
RDC00810,IN00012,,,
RDC00811,IN00012,,,
RDC00866,IN00038,,,
RDC00867,IN00038,,,
RDC00868,IN00038,,,
RDC00869,IN00038,,,
RDC00871,IN00005,,,
RDC00986,IN00007,,,
RDC00986,IN00037,,,
RDC00986,IN00009,,,
RDC00986,IN00011,,,
RDC01019,IN00038,,,
RDC01041,IN00012,,,
RDC01041,IN00042,,,
RDC01042,IN00012,,,
RDC01042,IN00042,,,
RDC01045,IN00024,,,
RDC01045,IN00042,,,
RDC01063,IN00058,,,
RDC01069,IN00058,,,
RDC01083,IN00007,,,
RDC01083,IN00037,,,
RDC01083,IN00009,,,
RDC01085,IN00042,,,
RDC01086,IN00042,,,
RDC01087,IN00042,,,
RDC01089,IN00038,,,
RDC01090,IN00038,,,
RDC01091,IN00038,,,
RDC01092,IN00038,,,
RDC01095,IN00024,,,
RDC01096,IN00024,,,
RDC01101,IN00007,,,
RDC01101,IN00037,,,
RDC01101,IN00009,,,
RDC01106,IN00042,,,
RDC01106,IN00011,,,
RDC01107,IN00042,,,
RDC01108,IN00042,,,
RDC01109,IN00006,,,
RDC01114,IN00011,,,
RDC01115,IN00011,,,
RDC01116,IN00011,,,
RDC01117,IN00042,,,
RDC01119,IN00042,,,
RDC01120,IN00042,,,
RDC01121,IN00042,,,
RDC01121,IN00037,,,
RDC01122,IN00042,,,
RDC01122,IN00037,,,
RDC01125,IN00011,,,
RDC01126,IN00011,,,
RDC01135,IN00094,,,
RDC01136,IN00007,,,
RDC01137,IN00007,,,
RDC01138,IN00007,,,
RDC01139,IN00007,,,
RDC01140,IN00007,,,
RDC01141,IN00007,,,
RDC01142,IN00042,,,
RDC01142,IN00037,,,
RDC01143,IN00042,,,
RDC01143,IN00037,,,
RDC01144,IN00042,,,
RDC01144,IN00037,,,
RDC01145,IN00042,,,
RDC01145,IN00037,,,
RDC01146,IN00042,,,
RDC01146,IN00037,,,
RDC01147,IN00011,,,
RDC01148,IN00011,,,
RDC01149,IN00011,,,
RDC01151,IN00037,,,
RDC01153,IN00011,,,
RDC01155,IN00024,,,
RDC01156,IN00038,,,
RDC01158,IN00042,,,
RDC01159,IN00042,,,
RDC01160,IN00042,,,
RDC01161,IN00042,,,
RDC01161,IN00012,,,
RDC01162,IN00042,,,
RDC01162,IN00012,,,
RDC01163,IN00038,,,
RDC01164,IN00038,,,
RDC01165,IN00038,,,
RDC01166,IN00042,,,
RDC01167,IN00042,,,
RDC01168,IN00042,,,
RDC01169,IN00042,,,
RDC01170,IN00042,,,
RDC01171,IN00042,,,
RDC01172,IN00012,,,
RDC01174,IN00038,,,
RDC01177,IN00041,,,
RDC01179,IN00042,,,
RDC01180,IN00042,,,
RDC01182,IN00038,,,
RDC01183,IN00038,,,
RDC01184,IN00009,,,
RDC01185,IN00005,,,
RDC01188,IN00038,,,
RDC01188,IN00007,,,
RDC01188,IN00024,,,
RDC01188,IN00009,,,
RDC01188,IN00057,,,
RDC01189,IN00038,,,
RDC01189,IN00007,,,
RDC01189,IN00024,,,
RDC01189,IN00009,,,
RDC01189,IN00057,,,
RDC01193,IN00038,,,
RDC01193,IN00007,,,
RDC01193,IN00024,,,
RDC01193,IN00009,,,
RDC01193,IN00057,,,
RDC01195,IN00038,,,
RDC01195,IN00007,,,
RDC01195,IN00024,,,
RDC01195,IN00009,,,
RDC01195,IN00057,,,
RDC01196,IN00038,,,
RDC01196,IN00007,,,
RDC01196,IN00024,,,
RDC01196,IN00009,,,
RDC01196,IN00057,,,
RDC01197,IN00038,,,
RDC01197,IN00007,,,
RDC01197,IN00024,,,
RDC01197,IN00009,,,
RDC01197,IN00057,,,
RDC01200,IN00038,,,
RDC01200,IN00007,,,
RDC01200,IN00024,,,
RDC01200,IN00009,,,
RDC01200,IN00057,,,
RDC01202,IN00038,,,
RDC01202,IN00007,,,
RDC01202,IN00024,,,
RDC01202,IN00009,,,
RDC01202,IN00057,,,
RDC01204,IN00038,,,
RDC01204,IN00007,,,
RDC01204,IN00024,,,
RDC01204,IN00009,,,
RDC01204,IN00057,,,
RDC01205,IN00038,,,
RDC01205,IN00007,,,
RDC01205,IN00024,,,
RDC01205,IN00009,,,
RDC01205,IN00057,,,
RDC01206,IN00038,,,
RDC01206,IN00007,,,
RDC01206,IN00024,,,
RDC01206,IN00009,,,
RDC01206,IN00057,,,
RDC01207,IN00038,,,
RDC01207,IN00007,,,
RDC01207,IN00024,,,
RDC01207,IN00009,,,
RDC01207,IN00057,,,
RDC01208,IN00038,,,
RDC01208,IN00007,,,
RDC01208,IN00024,,,
RDC01208,IN00009,,,
RDC01208,IN00057,,,
RDC01209,IN00038,,,
RDC01209,IN00007,,,
RDC01209,IN00024,,,
RDC01209,IN00009,,,
RDC01209,IN00057,,,
RDC01210,IN00038,,,
RDC01210,IN00007,,,
RDC01210,IN00024,,,
RDC01210,IN00009,,,
RDC01210,IN00057,,,
RDC01211,IN00038,,,
RDC01211,IN00007,,,
RDC01211,IN00024,,,
RDC01211,IN00009,,,
RDC01211,IN00057,,,
RDC01212,IN00056,,,
RDC01213,IN00012,,,
RDC01214,IN00012,,,
RDC01215,IN00056,,,
RDC01216,IN00056,,,
RDC01224,IN00041,,,
RDC01225,IN00041,,,
RDC01268,IN00041,,,
RDC01314,IN00041,,,
RDC01317,IN00041,,,
RDC01318,IN00041,,,
RDC01319,IN00041,,,
RDC01320,IN00041,,,
RDC01321,IN00041,,,
RDC01322,IN00041,,,
RDC01333,IN00041,,,
RDC01335,IN00041,,,
RDC01336,IN00041,,,
RDC01345,IN00041,,,
RDC01346,IN00041,,,
RDC01347,IN00041,,,
RDC01348,IN00041,,,
RDC01349,IN00041,,,
RDC01350,IN00041,,,
RDC01351,IN00041,,,
RDC01352,IN00041,,,
RDC01353,IN00041,,,
RDC01354,IN00041,,,
RDC01357,IN00041,,,
RDC01358,IN00041,,,
RDC01359,IN00041,,,
RDC01370,IN00041,,,
RDC01371,IN00041,,,
RDC01372,IN00041,,,
RDC01404,IN00041,,,
RDC01405,IN00041,,,
RDC01406,IN00041,,,
RDC01407,IN00041,,,
RDC01373,IN00041,,,
RDC01414,IN00041,,,
RDC01418,IN00041,,,
RDC01419,IN00041,,,
RDC01421,IN00041,,,
RDC01422,IN00041,,,
RDC01423,IN00041,,,
RDC01424,IN00041,,,
RDC01425,IN00041,,,
RDC01426,IN00041,,,
RDC01433,IN00041,,,
RDC01435,IN00041,,,
RDC01436,IN00041,,,
RDC01437,IN00041,,,
RDC01438,IN00041,,,
RDC01439,IN00038,,,
RDC01440,IN00041,,,
RDC01441,IN00041,,,
RDC01442,IN00041,,,
RDC01446,IN00041,,,
RDC01447,IN00041,,,
RDC01448,IN00041,,,
RDC01504,IN00041,,,
RDC01505,IN00041,,,
RDC01506,IN00041,,,
RDC01507,IN00041,,,
RDC01508,IN00041,,,
RDC01509,IN00041,,,
RDC01510,IN00041,,,
RDC01511,IN00041,,,
RDC01512,IN00041,,,
RDC01513,IN00041,,,
RDC01514,IN00041,,,
RDC01515,IN00041,,,
RDC01516,IN00041,,,
RDC01517,IN00041,,,
RDC01564,IN00041,,,
RDC01565,IN00041,,,
RDC01518,IN00041,,,
RDC01520,IN00041,,,
RDC01521,IN00041,,,
RDC01522,IN00041,,,
RDC01524,IN00041,,,
RDC01525,IN00041,,,
RDC01526,IN00041,,,
RDC01527,IN00041,,,
RDC01528,IN00041,,,
RDC01529,IN00041,,,
RDC01531,IN00041,,,
RDC01499,IN00041,,,
RDC01532,IN00041,,,
RDC01533,IN00041,,,
RDC01534,IN00041,,,
RDC01537,IN00041,,,
RDC01538,IN00041,,,
RDC01540,IN00041,,,
RDC01541,IN00041,,,
RDC01543,IN00041,,,
RDC01544,IN00041,,,
RDC01545,IN00041,,,
RDC01546,IN00041,,,
RDC01547,IN00041,,,
RDC01548,IN00041,,,
RDC01549,IN00041,,,
RDC01550,IN00041,,,
RDC01552,IN00041,,,
RDC01553,IN00041,,,
RDC01554,IN00041,,,
RDC01555,IN00041,,,
RDC01556,IN00041,,,
RDC01557,IN00041,,,
RDC01558,IN00041,,,
RDC01409,IN00041,,,
RDC01625,IN00007,,,
RDC01626,IN00007,,,
RDC01639,IN00038,,,
RDC01640,IN00007,,,
RDC01641,IN00007,,,
RDC01644,IN00007,,,
RDC01657,IN00007,,,
RDC01660,IN00007,,,
RDC02142,IN00041,,,
RDC02143,IN00041,,,
RDC02144,IN00041,,,
RDC02286,IN00047,,,
RDC02287,IN00047,,,
RDC02288,IN00041,,,
RDC02261,IN00011,,,
RDC02261,IN00007,,,
RDC02263,IN00038,,,
RDC02282,IN00057,,,
RDC02283,IN00057,,,
RDC02316,IN00109,,,
RDC02329,IN00109,,,
RDC02332,IN00109,,,
RDC02408,IN00065,,,
RDC02433,IN00041,,,
RDC02619,IN00038,,,
RDC02627,IN00108,,,
RDC02815,IN00107,,,
RDC02816,IN00049,,,
RDC02823,IN00038,,,
RDC02702,IN00106,,,
RDC02703,IN00106,,,
RDC00606,IN00025,,,
RDC00609,IN00025,,,
