drug_id,target_id,evidence,created_at,updated_at
RDC01485,TAR0001,,,
RDC01487,TAR0001,,,
RDC01488,TAR0001,,,
RDC01492,TAR0001,,,
RDC01493,TAR0001,,,
RDC01494,TAR0001,,,
RDC01495,TAR0001,,,
RDC01496,TAR0001,,,
RDC01497,TAR0001,,,
RDC01498,TAR0072,,,
RDC01499,TAR0001,,,
RDC01500,TAR0001,,,
RDC01501,TAR0125,,,
RDC01502,TAR0001,,,
RDC01503,TAR0001,,,
RDC01504,TAR0001,,,
RDC01505,TAR0001,,,
RDC01506,TAR0001,,,
RDC01507,TAR0001,,,
RDC01508,TAR0001,,,
RDC01509,TAR0001,,,
RDC01510,TAR0001,,,
RDC01511,TAR0001,,,
RDC01512,TAR0001,,,
RDC01513,TAR0001,,,
RDC01514,TAR0001,,,
RDC01515,TAR0001,,,
RDC01516,TAR0001,,,
RDC01517,TAR0001,,,
RDC01518,TAR0001,,,
RDC01520,TAR0001,,,
RDC01521,TAR0001,,,
RDC01522,TAR0001,,,
RDC01524,TAR0001,,,
RDC01525,TAR0001,,,
RDC01526,TAR0001,,,
RDC01527,TAR0001,,,
RDC01528,TAR0001,,,
RDC01529,TAR0001,,,
RDC01531,TAR0001,,,
RDC01532,TAR0001,,,
RDC01533,TAR0001,,,
RDC01534,TAR0001,,,
RDC01537,TAR0001,,,
RDC01538,TAR0001,,,
RDC01540,TAR0001,,,
RDC01541,TAR0001,,,
RDC01543,TAR0001,,,
RDC01544,TAR0001,,,
RDC01545,TAR0001,,,
RDC01546,TAR0001,,,
RDC01547,TAR0001,,,
RDC01548,TAR0001,,,
RDC01549,TAR0001,,,
RDC01550,TAR0001,,,
RDC01552,TAR0001,,,
RDC01553,TAR0001,,,
RDC01554,TAR0001,,,
RDC01555,TAR0001,,,
RDC01556,TAR0001,,,
RDC01557,TAR0001,,,
RDC01558,TAR0001,,,
RDC01559,TAR0001,,,
RDC01560,TAR0001,,,
RDC01561,TAR0001,,,
RDC01562,TAR0001,,,
RDC01563,TAR0001,,,
RDC01564,TAR0001,,,
RDC01565,TAR0001,,,
RDC01600,TAR0016,,,
RDC01603,TAR0016,,,
RDC01604,TAR0016,,,
RDC01605,TAR0016,,,
RDC01606,TAR0016,,,
RDC01609,TAR0016,,,
RDC01610,TAR0016,,,
RDC01611,TAR0016,,,
RDC01612,TAR0016,,,
RDC01613,TAR0016,,,
RDC01614,TAR0016,,,
RDC01615,TAR0016,,,
RDC01616,TAR0016,,,
RDC01620,TAR0016,,,
RDC01622,TAR0016,,,
RDC01625,TAR0016,,,
RDC01626,TAR0016,,,
RDC01627,TAR0016,,,
RDC01628,TAR0016,,,
RDC01631,TAR0016,,,
RDC01632,TAR0016,,,
RDC01633,TAR0016,,,
RDC01634,TAR0016,,,
RDC01635,TAR0016,,,
RDC01637,TAR0016,,,
RDC01638,TAR0016,,,
RDC01639,TAR0016,,,
RDC01640,TAR0016,,,
RDC01641,TAR0016,,,
RDC01642,TAR0016,,,
RDC01644,TAR0016,,,
RDC01645,TAR0016,,,
RDC01646,TAR0016,,,
RDC01647,TAR0016,,,
RDC01648,TAR0016,,,
RDC01649,TAR0046,,,
RDC01650,TAR0016,,,
RDC01651,TAR0016,,,
RDC01652,TAR0016,,,
RDC01653,TAR0016,,,
RDC01654,TAR0016,,,
RDC01655,TAR0016,,,
RDC01656,TAR0016,,,
RDC01657,TAR0016,,,
RDC01658,TAR0016,,,
RDC01659,TAR0016,,,
RDC01660,TAR0016,,,
RDC01662,TAR0016,,,
RDC01663,TAR0016,,,
RDC01664,TAR0016,,,
RDC01665,TAR0016,,,
RDC01666,TAR0016,,,
RDC01667,TAR0016,,,
RDC01668,TAR0016,,,
RDC01669,TAR0016,,,
RDC01670,TAR0016,,,
RDC01673,TAR0016,,,
RDC01674,TAR0016,,,
RDC01677,TAR0016,,,
RDC01678,TAR0016,,,
RDC01679,TAR0016,,,
RDC01680,TAR0016,,,
RDC01681,TAR0016,,,
RDC01682,TAR0016,,,
RDC01683,TAR0016,,,
RDC01684,TAR0016,,,
RDC01685,TAR0016,,,
RDC01686,TAR0016,,,
RDC01687,TAR0016,,,
RDC01688,TAR0016,,,
RDC01689,TAR0016,,,
RDC01695,TAR0016,,,
RDC01696,TAR0016,,,
RDC01697,TAR0016,,,
RDC01698,TAR0016,,,
RDC01699,TAR0016,,,
RDC01700,TAR0016,,,
RDC01701,TAR0016,,,
RDC01702,TAR0016,,,
RDC01703,TAR0016,,,
RDC01704,TAR0016,,,
RDC01707,TAR0016,,,
RDC01708,TAR0016,,,
RDC01710,TAR0016,,,
RDC01711,TAR0016,,,
RDC01712,TAR0016,,,
RDC01713,TAR0016,,,
RDC01714,TAR0016,,,
RDC01716,TAR0016,,,
RDC01717,TAR0016,,,
RDC01718,TAR0016,,,
RDC01719,TAR0016,,,
RDC01720,TAR0016,,,
RDC01721,TAR0016,,,
RDC01723,TAR0016,,,
RDC01724,TAR0016,,,
RDC01725,TAR0016,,,
RDC01726,TAR0016,,,
RDC01727,TAR0027,,,
RDC01729,TAR0016,,,
RDC01730,TAR0016,,,
RDC01731,TAR0016,,,
RDC01740,TAR0016,,,
RDC01741,TAR0016,,,
RDC01742,TAR0016,,,
RDC01743,TAR0016,,,
RDC01744,TAR0016,,,
RDC01745,TAR0016,,,
RDC01746,TAR0016,,,
RDC01747,TAR0016,,,
RDC01748,TAR0016,,,
RDC01749,TAR0016,,,
RDC01750,TAR0016,,,
RDC01751,TAR0016,,,
RDC01752,TAR0016,,,
RDC01753,TAR0016,,,
RDC01754,TAR0016,,,
RDC01755,TAR0016,,,
RDC01756,TAR0016,,,
RDC01757,TAR0016,,,
RDC01758,TAR0016,,,
RDC01759,TAR0016,,,
RDC01760,TAR0016,,,
RDC01761,TAR0016,,,
RDC01763,TAR0016,,,
RDC01764,TAR0016,,,
RDC01765,TAR0016,,,
RDC01766,TAR0016,,,
RDC01767,TAR0016,,,
RDC01768,TAR0016,,,
RDC01769,TAR0016,,,
RDC01770,TAR0016,,,
RDC01772,TAR0016,,,
RDC01775,TAR0016,,,
RDC01776,TAR0016,,,
RDC01777,TAR0016,,,
RDC01779,TAR0016,,,
RDC01781,TAR0016,,,
RDC01782,TAR0016,,,
RDC01783,TAR0016,,,
RDC01784,TAR0016,,,
RDC01785,TAR0016,,,
RDC01788,TAR0016,,,
RDC01789,TAR0016,,,
RDC01790,TAR0016,,,
RDC01791,TAR0016,,,
RDC01792,TAR0016,,,
RDC01793,TAR0016,,,
RDC01794,TAR0016,,,
RDC01795,TAR0016,,,
RDC01796,TAR0016,,,
RDC01797,TAR0016,,,
RDC01799,TAR0016,,,
RDC01802,TAR0016,,,
RDC01807,TAR0016,,,
RDC01808,TAR0016,,,
RDC01809,TAR0016,,,
RDC01810,TAR0016,,,
RDC01811,TAR0016,,,
RDC01812,TAR0016,,,
RDC01813,TAR0016,,,
RDC01814,TAR0016,,,
RDC01815,TAR0016,,,
RDC01816,TAR0016,,,
RDC01817,TAR0016,,,
RDC01818,TAR0016,,,
RDC01819,TAR0016,,,
RDC01820,TAR0016,,,
RDC01821,TAR0016,,,
RDC01822,TAR0016,,,
RDC01823,TAR0015,,,
RDC01824,TAR0016,,,
RDC01825,TAR0016,,,
RDC01826,TAR0016,,,
RDC01827,TAR0016,,,
RDC01828,TAR0016,,,
RDC01829,TAR0016,,,
RDC01830,TAR0016,,,
RDC01834,TAR0016,,,
RDC01835,TAR0016,,,
RDC01837,TAR0020,,,
RDC01837,TAR0016,,,
RDC01838,TAR0016,,,
RDC01839,TAR0016,,,
RDC01840,TAR0016,,,
RDC01840,TAR0046,,,
RDC01841,TAR0046,,,
RDC01842,TAR0077,,,
RDC01842,TAR0078,,,
RDC01842,TAR0016,,,
RDC01843,TAR0077,,,
RDC01843,TAR0078,,,
RDC01843,TAR0016,,,
RDC01844,TAR0016,,,
RDC01845,TAR0016,,,
RDC01846,TAR0016,,,
RDC01847,TAR0016,,,
RDC01848,TAR0016,,,
RDC01849,TAR0016,,,
RDC01850,TAR0016,,,
RDC01851,TAR0016,,,
RDC01852,TAR0016,,,
RDC01853,TAR0016,,,
RDC01854,TAR0016,,,
RDC01855,TAR0016,,,
RDC01856,TAR0016,,,
RDC01857,TAR0016,,,
RDC01858,TAR0016,,,
RDC01859,TAR0016,,,
RDC01860,TAR0016,,,
RDC01861,TAR0016,,,
RDC01864,TAR0016,,,
RDC01867,TAR0016,,,
RDC01868,TAR0016,,,
RDC01869,TAR0016,,,
RDC01870,TAR0079,,,
RDC01872,TAR0016,,,
RDC01873,TAR0016,,,
RDC01874,TAR0016,,,
RDC01875,TAR0016,,,
RDC01882,TAR0016,,,
RDC01883,TAR0016,,,
RDC01884,TAR0016,,,
RDC01885,TAR0016,,,
RDC01886,TAR0016,,,
RDC01887,TAR0016,,,
RDC01888,TAR0016,,,
RDC01890,TAR0016,,,
RDC01891,TAR0016,,,
RDC01892,TAR0016,,,
RDC01895,TAR0016,,,
RDC01897,TAR0016,,,
RDC01899,TAR0016,,,
RDC01900,TAR0016,,,
RDC01906,TAR0016,,,
RDC01907,TAR0016,,,
RDC01908,TAR0016,,,
RDC01909,TAR0016,,,
RDC01910,TAR0016,,,
RDC01911,TAR0016,,,
RDC01914,TAR0016,,,
RDC01916,TAR0016,,,
RDC01917,TAR0016,,,
RDC01918,TAR0016,,,
RDC01919,TAR0016,,,
RDC01920,TAR0016,,,
RDC01921,TAR0016,,,
RDC01922,TAR0016 ,,,
RDC01924,TAR0016,,,
RDC01927,TAR0016,,,
RDC01928,TAR0016,,,
RDC01929,TAR0016,,,
RDC01930,TAR0016,,,
RDC01931,TAR0016,,,
RDC01932,TAR0016,,,
RDC01933,TAR0016,,,
RDC01934,TAR0016,,,
RDC01937,TAR0016,,,
RDC01938,TAR0016,,,
RDC01940,TAR0016,,,
RDC01941,TAR0016,,,
RDC01942,TAR0016,,,
RDC01943,TAR0016,,,
RDC01944,TAR0016,,,
RDC01945,TAR0016,,,
RDC01946,TAR0016,,,
RDC01947,TAR0016,,,
RDC01950,TAR0016,,,
RDC01951,TAR0016,,,
RDC01952,TAR0016,,,
RDC01953,TAR0016,,,
RDC01955,TAR0016,,,
RDC01956,TAR0016,,,
RDC01958,TAR0016,,,
RDC01959,TAR0016,,,
RDC01964,TAR0016,,,
RDC01965,TAR0016,,,
RDC01966,TAR0016,,,
RDC01967,TAR0016,,,
RDC01968,TAR0016,,,
RDC01970,TAR0016,,,
RDC01971,TAR0016,,,
RDC01975,TAR0016,,,
RDC01976,TAR0016,,,
RDC01977,TAR0016,,,
RDC01978,TAR0016,,,
RDC01980,TAR0016,,,
RDC01981,TAR0016,,,
RDC01982,TAR0016,,,
RDC01983,TAR0016,,,
RDC02000,TAR0020,,,
RDC02001,TAR0020,,,
RDC02003,TAR0020,,,
RDC02004,TAR0020,,,
RDC02005,TAR0020,,,
RDC02006,TAR0020,,,
RDC02007,TAR0020,,,
RDC02008,TAR0020,,,
RDC02009,TAR0020,,,
RDC02010,TAR0020,,,
RDC02011,TAR0020,,,
RDC02012,TAR0020,,,
RDC02013,TAR0020,,,
RDC02014,TAR0020,,,
RDC02015,TAR0020,,,
RDC02016,TAR0020,,,
RDC02017,TAR0020,,,
RDC02018,TAR0020,,,
RDC02019,TAR0020,,,
RDC02020,TAR0020,,,
RDC02021,TAR0020,,,
RDC02022,TAR0020,,,
RDC02023,TAR0020,,,
RDC02024,TAR0020,,,
RDC02025,TAR0020,,,
RDC02026,TAR0020,,,
RDC02027,TAR0020,,,
RDC02028,TAR0020,,,
RDC02030,TAR0020,,,
RDC02035,TAR0020,,,
RDC02036,TAR0020,,,
RDC02037,TAR0020,,,
RDC02038,TAR0020,,,
RDC02039,TAR0020,,,
RDC02040,TAR0020,,,
RDC02041,TAR0020,,,
RDC02042,TAR0020,,,
RDC02043,TAR0020,,,
RDC02044,TAR0020,,,
RDC02051,TAR0001,,,
RDC02051,TAR0020,,,
RDC02052,TAR0020,,,
RDC02053,TAR0020,,,
RDC02054,TAR0020,,,
RDC02055,TAR0020,,,
RDC02056,TAR0020,,,
RDC02057,TAR0020,,,
RDC02058,TAR0020,,,
RDC02060,TAR0020,,,
RDC02061,TAR0020,,,
RDC02062,TAR0020,,,
RDC02063,TAR0020,,,
RDC02064,TAR0020,,,
RDC02065,TAR0020,,,
RDC02066,TAR0020,,,
RDC02067,TAR0020,,,
RDC02068,TAR0020,,,
RDC02069,TAR0020,,,
RDC02070,TAR0020,,,
RDC02072,TAR0020,,,
RDC02074,TAR0001,,,
RDC02075,TAR0001,,,
RDC02075,TAR0020,,,
RDC02076,TAR0001,,,
RDC02077,TAR0001,,,
RDC02079,TAR0020,,,
RDC02080,TAR0020,,,
RDC02081,TAR0020,,,
RDC02082,TAR0020,,,
RDC02083,TAR0020,,,
RDC02084,TAR0020,,,
RDC02085,TAR0020,,,
RDC02086,TAR0020,,,
RDC02087,TAR0020,,,
RDC02091,TAR0001,,,
RDC02091,TAR0020,,,
RDC02092,TAR0020,,,
RDC02094,TAR0020,,,
RDC02095,TAR0020,,,
RDC02096,TAR0020,,,
RDC02098,TAR0020,,,
RDC02099,TAR0020,,,
RDC02099,TAR0081,,,
RDC02100,TAR0020,,,
RDC02101,TAR0081,,,
RDC02102,TAR0020,,,
RDC02103,TAR0081,,,
RDC02104,TAR0020,,,
RDC02105,TAR0020,,,
RDC02107,TAR0020,,,
RDC02108,TAR0020,,,
RDC02109,TAR0020,,,
RDC02110,TAR0020,,,
RDC02112,TAR0020,,,
RDC02114,TAR0020,,,
RDC02115,TAR0020,,,
RDC02115,TAR0001,,,
RDC02116,TAR0020,,,
RDC02116,TAR0001,,,
RDC02117,TAR0020,,,
RDC02118,TAR0020,,,
RDC02119,TAR0020,,,
RDC02120,TAR0020,,,
RDC02121,TAR0020,,,
RDC02122,TAR0020,,,
RDC02123,TAR0020,,,
RDC02124,TAR0020,,,
RDC02127,TAR0020,,,
RDC02133,TAR0020,,,
RDC02134,TAR0020,,,
RDC02135,TAR0020,,,
RDC02136,TAR0020,,,
RDC02141,TAR0020,,,
RDC02142,TAR0020,,,
RDC02143,TAR0020,,,
RDC02144,TAR0020,,,
RDC02145,TAR0020,,,
RDC02146,TAR0020,,,
RDC02148,TAR0020,,,
RDC02148,TAR0081,,,
RDC02149,TAR0020,,,
RDC02150,TAR0081,,,
RDC02151,TAR0020,,,
RDC02152,TAR0020,,,
RDC02153,TAR0020,,,
RDC02154,TAR0020,,,
RDC02156,TAR0020,,,
RDC02157,TAR0020,,,
RDC02158,TAR0020,,,
RDC02162,TAR0020,,,
RDC02163,TAR0020,,,
RDC02164,TAR0020,,,
RDC02165,TAR0020,,,
RDC02166,TAR0020,,,
RDC02167,TAR0020,,,
RDC02168,TAR0020,,,
RDC02168,TAR0023,,,
RDC02169,TAR0020,,,
RDC02169,TAR0023,,,
RDC02170,TAR0020,,,
RDC02171,TAR0020,,,
RDC02172,TAR0020,,,
RDC02173,TAR0020,,,
RDC02174,TAR0020,,,
RDC02175,TAR0020,,,
RDC02176,TAR0020,,,
RDC02177,TAR0020,,,
RDC02178,TAR0020,,,
RDC02179,TAR0020,,,
RDC02181,TAR0020,,,
RDC02182,TAR0020,,,
RDC02183,TAR0020,,,
RDC02184,TAR0020,,,
RDC02185,TAR0020,,,
RDC02186,TAR0020,,,
RDC02191,TAR0020,,,
RDC02193,TAR0020,,,
RDC02194,TAR0020,,,
RDC02197,TAR0020,,,
RDC02198,TAR0001,,,
RDC02198,TAR0020,,,
RDC02199,TAR0020,,,
RDC02203,TAR0020,,,
RDC02204,TAR0020,,,
RDC02205,TAR0020,,,
RDC02206,TAR0020,,,
RDC02207,TAR0020,,,
RDC02208,TAR0020,,,
RDC02209,TAR0020,,,
RDC02210,TAR0020,,,
RDC02211,TAR0020,,,
RDC02213,TAR0020,,,
RDC02215,TAR0020,,,
RDC02219,TAR0020,,,
RDC02220,TAR0020,,,
RDC02221,TAR0020,,,
RDC02222,TAR0020,,,
RDC02223,TAR0020,,,
RDC02224,TAR0020,,,
RDC02225,TAR0020,,,
RDC02226,TAR0020,,,
RDC02227,TAR0020,,,
RDC02230,TAR0020,,,
RDC02232,TAR0020,,,
RDC02233,TAR0020,,,
RDC02234,TAR0020,,,
RDC02236,TAR0020,,,
RDC02237,TAR0020,,,
RDC02238,TAR0001,,,
RDC02238,TAR0020,,,
RDC02239,TAR0020,,,
RDC02240,TAR0020,,,
RDC02241,TAR0020,,,
RDC02242,TAR0020,,,
RDC02243,TAR0020,,,
RDC02244,TAR0020,,,
RDC02245,TAR0020,,,
RDC02246,TAR0020,,,
RDC02252,TAR0006,,,
RDC02253,TAR0006,,,
RDC02254,TAR0006,,,
RDC02255,TAR0006,,,
RDC02256,TAR0006,,,
RDC02257,TAR0006,,,
RDC02258,TAR0006,,,
RDC02259,TAR0006,,,
RDC02260,TAR0006,,,
RDC02261,TAR0006,,,
RDC02262,TAR0006,,,
RDC02263,TAR0006,,,
RDC02265,TAR0006,,,
RDC02266,TAR0006,,,
RDC02267,TAR0006,,,
RDC02278,TAR0006,,,
RDC02280,TAR0006,,,
RDC02281,TAR0006,,,
RDC02282,TAR0006,,,
RDC02283,TAR0006,,,
RDC02286,TAR0006,,,
RDC02287,TAR0006,,,
RDC02288,TAR0006,,,
RDC02302,TAR0009,,,
RDC02303,TAR0009,,,
RDC02304,TAR0009,,,
RDC02305,TAR0009,,,
RDC02306,TAR0009,,,
RDC02308,TAR0009,,,
RDC02309,TAR0009,,,
RDC02310,TAR0009,,,
RDC02312,TAR0009,,,
RDC02314,TAR0009,,,
RDC02315,TAR0009,,,
RDC02316,TAR0009,,,
RDC02317,TAR0009,,,
RDC02319,TAR0009,,,
RDC02320,TAR0009,,,
RDC02321,TAR0009,,,
RDC02322,TAR0009,,,
RDC02325,TAR0009,,,
RDC02329,TAR0009,,,
RDC02330,TAR0047,,,
RDC02331,TAR0009,,,
RDC02332,TAR0009,,,
RDC02333,TAR0048,,,
RDC02334,TAR0048,,,
RDC02336,TAR0122,,,
RDC02340,TAR0049,,,
RDC02341,TAR0049,,,
RDC02342,TAR0009,,,
RDC02345,TAR0049,,,
RDC02346,TAR0050,,,
RDC02352,TAR0017,,,
RDC02353,TAR0017,,,
RDC02354,TAR0017,,,
RDC02355,TAR0017,,,
RDC02356,TAR0017,,,
RDC02357,TAR0011,,,
RDC02358,TAR0017,,,
RDC02359,TAR0017,,,
RDC02361,TAR0017,,,
RDC02362,TAR0017,,,
RDC02363,TAR0017,,,
RDC02365,TAR0017,,,
RDC02366,TAR0017,,,
RDC02371,TAR0040,,,
RDC02372,TAR0017,,,
RDC02374,TAR0017,,,
RDC02375,TAR0017,,,
RDC02376,TAR0017,,,
RDC02377,TAR0017,,,
RDC02378,TAR0017,,,
RDC02379,TAR0017,,,
RDC02380,TAR0017,,,
RDC02381,TAR0017,,,
RDC02382,TAR0018,,,
RDC02382,TAR0017,,,
RDC02383,TAR0017,,,
RDC02384,TAR0017,,,
RDC02385,TAR0017,,,
RDC02386,TAR0017,,,
RDC02387,TAR0017,,,
RDC02388,TAR0017,,,
RDC02389,TAR0017,,,
RDC02390,TAR0017,,,
RDC02391,TAR0017,,,
RDC02393,TAR0017,,,
RDC02394,TAR0017,,,
RDC02395,TAR0017,,,
RDC02396,TAR0017,,,
RDC02397,TAR0017,,,
RDC02399,TAR0017,,,
RDC02402,TAR0017,,,
RDC02404,TAR0017,,,
RDC02406,TAR0017,,,
RDC02408,TAR0017,,,
RDC02410,TAR0017,,,
RDC02411,TAR0017,,,
RDC02412,TAR0017,,,
RDC02413,TAR0017,,,
RDC02414,TAR0017,,,
RDC02421,TAR0121,,,
RDC02421,TAR0011,,,
RDC02422,TAR0011,,,
RDC02423,TAR0011,,,
RDC02425,TAR0011,,,
RDC02426,TAR0011,,,
RDC02427,TAR0011,,,
RDC02428,TAR0011,,,
RDC02429,TAR0011,,,
RDC02430,TAR0011,,,
RDC02431,TAR0011,,,
RDC02432,TAR0119,,,
RDC02433,TAR0119,,,
RDC02436,TAR0119,,,
RDC02439,TAR0120,,,
RDC02440,TAR0069,,,
RDC02441,TAR0016,,,
RDC02442,TAR0013,,,
RDC02443,TAR0013,,,
RDC02444,TAR0117,,,
RDC02445,TAR0118,,,
RDC02446,TAR0112,,,
RDC02449,TAR0112,,,
RDC02450,TAR0115,,,
RDC02451,TAR0114,,,
RDC02452,TAR0068,,,
RDC02453,TAR0113,,,
RDC02454,TAR0112,,,
RDC02457,TAR0067,,,
RDC02458,TAR0112,,,
RDC02459,TAR0112,,,
RDC02460,TAR0112,,,
RDC02461,TAR0112,,,
RDC02462,TAR0019,,,
RDC02463,TAR0019,,,
RDC02464,TAR0026,,,
RDC02465,TAR0026,,,
RDC02466,TAR0026,,,
RDC02467,TAR0026,,,
RDC02468,TAR0026,,,
RDC02469,TAR0026,,,
RDC02470,TAR0026,,,
RDC02471,TAR0026,,,
RDC02472,TAR0026,,,
RDC02472,TAR0066,,,
RDC02473,TAR0111,,,
RDC02474,TAR0111,,,
RDC02475,TAR0110,,,
RDC02476,TAR0110,,,
RDC02477,TAR0026,,,
RDC02479,TAR0026,,,
RDC02481,TAR0026,,,
RDC02483,TAR0110,,,
RDC02484,TAR0110,,,
RDC02485,TAR0110,,,
RDC02492,TAR0091,,,
RDC02493,TAR0091,,,
RDC02494,TAR0091,,,
RDC02499,TAR0091,,,
RDC02501,TAR0092,,,
RDC02515,TAR0030,,,
RDC02516,TAR0030,,,
RDC02520,TAR0030,,,
RDC02521,TAR0030,,,
RDC02525,TAR0030,,,
RDC02526,TAR0030,,,
RDC02527,TAR0030,,,
RDC02528,TAR0030,,,
RDC02529,TAR0030,,,
RDC02531,TAR0030,,,
RDC02532,TAR0030,,,
RDC02533,TAR0030,,,
RDC02534,TAR0030,,,
RDC02535,TAR0030,,,
RDC02536,TAR0030,,,
RDC02537,TAR0030,,,
RDC02538,TAR0111,,,
RDC02538,TAR0117,,,
RDC02539,TAR0030,,,
RDC02540,TAR0030,,,
RDC02541,TAR0030,,,
RDC02542,TAR0030,,,
RDC02543,TAR0030,,,
RDC02544,TAR0030,,,
RDC02546,TAR0030,,,
RDC02547,TAR0030,,,
RDC02548,TAR0030,,,
RDC02549,TAR0030,,,
RDC02551,TAR0030,,,
RDC02552,TAR0030,,,
RDC02556,TAR0030,,,
RDC02557,TAR0030,,,
RDC02558,TAR0030,,,
RDC02560,TAR0030,,,
RDC02561,TAR0030,,,
RDC02562,TAR0030,,,
RDC02563,TAR0116,,,
RDC02565,TAR0008,,,
RDC02566,TAR0008,,,
RDC02567,TAR0008,,,
RDC02568,TAR0008,,,
RDC02569,TAR0008,,,
RDC02570,TAR0008,,,
RDC02572,TAR0008,,,
RDC02573,TAR0008,,,
RDC02574,TAR0008,,,
RDC02575,TAR0008,,,
RDC02577,TAR0008,,,
RDC02578,TAR0008,,,
RDC02579,TAR0016,,,
RDC02580,TAR0008,,,
RDC02581,TAR0008,,,
RDC02582,TAR0008,,,
RDC02584,TAR0008,,,
RDC02585,TAR0008,,,
RDC02586,TAR0008,,,
RDC02587,TAR0008,,,
RDC02588,TAR0008,,,
RDC02589,TAR0008,,,
RDC02590,TAR0047,,,
RDC02592,TAR0047,,,
RDC02593,TAR0047,,,
RDC02594,TAR0047,,,
RDC02595,TAR0047,,,
RDC02596,TAR0047,,,
RDC02597,TAR0047,,,
RDC02598,TAR0047,,,
RDC02599,TAR0047,,,
RDC02600,TAR0047,,,
RDC02601,TAR0047,,,
RDC02602,TAR0047,,,
RDC02611,TAR0001,,,
RDC02613,TAR0011,,,
RDC02617,TAR0112,,,
RDC02618,TAR0113,,,
RDC02619,TAR0113,,,
RDC02620,TAR0114,,,
RDC02621,TAR0021,,,
RDC02622,TAR0113,,,
RDC02624,TAR0030,,,
RDC02625,TAR0021,,,
RDC02626,TAR0021,,,
RDC02627,TAR0113,,,
RDC02628,TAR0021,,,
RDC02631,TAR0033,,,
RDC02631,TAR0029,,,
RDC02632,TAR0033,,,
RDC02632,TAR0029,,,
RDC02634,TAR0033,,,
RDC02635,TAR0033,,,
RDC02636,TAR0033,,,
RDC02637,TAR0033,,,
RDC02638,TAR0033,,,
RDC02639,TAR0033,,,
RDC02640,TAR0033,,,
RDC02641,TAR0033,,,
RDC02642,TAR0033,,,
RDC02643,TAR0033,,,
RDC02644,TAR0033,,,
RDC02646,TAR0035,,,
RDC02647,TAR0033,,,
RDC02648,TAR0033,,,
RDC02649,TAR0033,,,
RDC02651,TAR0033,,,
RDC02652,TAR0071,,,
RDC02653,TAR0054,,,
RDC02654,TAR0033,,,
RDC02655,TAR0071,,,
RDC02656,TAR0054,,,
RDC02657,TAR0033,,,
RDC02659,TAR0033,,,
RDC02660,TAR0054,,,
RDC02661,TAR0033,,,
RDC02662,TAR0071,,,
RDC02663,TAR0072,,,
RDC02668,TAR0073,,,
RDC02669,TAR0033,,,
RDC02670,TAR0073,,,
RDC02671,TAR0033,,,
RDC02672,TAR0033,,,
RDC02673,TAR0073,,,
RDC02674,TAR0033,,,
RDC02675,TAR0073,,,
RDC02676,TAR0033,,,
RDC02678,TAR0033,,,
RDC02679,TAR0033,,,
RDC02680,TAR0033,,,
RDC02681,TAR0033,,,
RDC02682,TAR0033,,,
RDC02685,TAR0033,,,
RDC02687,TAR0070,,,
RDC02688,TAR0033,,,
RDC02689,TAR0033,,,
RDC02690,TAR0070,,,
RDC02691,TAR0070,,,
RDC02693,TAR0033,,,
RDC02694,TAR0033,,,
RDC02695,TAR0033,,,
RDC02696,TAR0033,,,
RDC02696,TAR0075,,,
RDC02697,TAR0070,,,
RDC02698,TAR0033,,,
RDC02700,TAR0033,,,
RDC02701,TAR0033,,,
RDC02707,TAR0033,,,
RDC02708,TAR0033,,,
RDC02710,TAR0033,,,
RDC02711,TAR0033,,,
RDC02712,TAR0033,,,
RDC02713,TAR0033,,,
RDC02714,TAR0033,,,
RDC02715,TAR0033,,,
RDC00030,TAR0003,,,
RDC00031,TAR0003,,,
RDC00032,TAR0003,,,
RDC00033,TAR0003,,,
RDC00034,TAR0003,,,
RDC00035,TAR0003,,,
RDC00036,TAR0003,,,
RDC00037,TAR0003,,,
RDC00038,TAR0003,,,
RDC00039,TAR0003,,,
RDC00040,TAR0003,,,
RDC00041,TAR0003,,,
RDC00042,TAR0003,,,
RDC00043,TAR0003,,,
RDC00044,TAR0003,,,
RDC00045,TAR0003,,,
RDC00046,TAR0003,,,
RDC00047,TAR0003,,,
RDC00048,TAR0003,,,
RDC00049,TAR0003,,,
RDC00050,TAR0003,,,
RDC00051,TAR0003,,,
RDC00053,TAR0003,,,
RDC00054,TAR0003,,,
RDC00055,TAR0003,,,
RDC00056,TAR0003,,,
RDC00058,TAR0003,,,
RDC00059,TAR0003,,,
RDC00060,TAR0003,,,
RDC00061,TAR0003,,,
RDC00062,TAR0003,,,
RDC00063,TAR0003,,,
RDC00064,TAR0003,,,
RDC00065,TAR0003,,,
RDC00066,TAR0003,,,
RDC00067,TAR0003,,,
RDC00068,TAR0003,,,
RDC00069,TAR0003,,,
RDC00070,TAR0003,,,
RDC00071,TAR0003,,,
RDC00072,TAR0003,,,
RDC00073,TAR0003,,,
RDC00074,TAR0003,,,
RDC00075,TAR0001,,,
RDC00076,TAR0003,,,
RDC00077,TAR0003,,,
RDC00078,TAR0003,,,
RDC00079,TAR0003,,,
RDC00080,TAR0003,,,
RDC00081,TAR0003,,,
RDC00082,TAR0003,,,
RDC00083,TAR0003,,,
RDC00084,TAR0003,,,
RDC00087,TAR0003,,,
RDC00093,TAR0003,,,
RDC00094,TAR0003,,,
RDC00095,TAR0003,,,
RDC00096,TAR0003,,,
RDC00097,TAR0003,,,
RDC00098,TAR0003,,,
